timestamp,dataset,rank1,rank5,mAP
2025-07-08 15:48:11,1,1.0000,1.0000,1.0000
2025-07-08 15:48:27,2,0.6000,0.8000,0.6017
2025-07-08 15:48:45,3,0.9167,0.9167,0.6133
2025-07-08 15:49:03,4,0.5000,0.7500,0.4525
2025-07-08 15:49:28,test,0.8148,0.8889,0.5794
2025-07-08 16:31:36,1,1.0000,1.0000,1.0000
2025-07-08 16:31:52,2,0.6000,1.0000,0.6226
2025-07-08 16:32:12,3,0.8333,0.9167,0.6074
2025-07-08 16:32:30,4,0.5000,0.8750,0.4534
2025-07-08 16:32:55,test,0.8148,0.9259,0.5878
2025-07-08 17:12:27,1,1.0000,1.0000,1.0000
2025-07-08 17:12:43,2,0.8000,1.0000,0.6994
2025-07-08 17:13:02,3,0.9167,1.0000,0.6435
2025-07-08 17:13:21,4,0.5000,0.8750,0.4853
2025-07-08 17:13:48,test,0.8889,0.9259,0.5898
2025-07-08 17:52:22,1,1.0000,1.0000,1.0000
2025-07-08 17:52:39,2,0.6000,1.0000,0.6572
2025-07-08 17:52:57,3,0.8333,1.0000,0.6383
2025-07-08 17:53:16,4,0.5000,0.8750,0.5024
2025-07-08 17:53:45,test,0.8519,0.9259,0.5974
