epoch,loss,accuracy
1,3.1938501596450806,0.3697916666666667
2,2.7595296502113342,0.5494791666666666
3,2.154012382030487,0.6145833333333334
4,1.6436821321646373,0.6328125
5,1.3357892483472824,0.6588541666666666
6,1.1602539320786793,0.6848958333333334
7,1.0100423842668533,0.7109375
8,0.9169092327356339,0.7552083333333334
9,0.8326951513687769,0.78125
10,0.770297127465407,0.7994791666666666
11,0.7181609397133192,0.8072916666666666
12,0.6480116620659828,0.8333333333333334
13,0.5573426882425944,0.8802083333333334
14,0.5368167708317438,0.8776041666666666
15,0.5406531443198522,0.875
16,0.44187470401326817,0.9140625
17,0.4228021477659543,0.9192708333333334
18,0.37434036036332446,0.9140625
19,0.34438352038462955,0.9479166666666666
20,0.3212611513833205,0.9479166666666666
21,0.27682412788271904,0.9401041666666666
22,0.25796985253691673,0.953125
23,0.24849234024683634,0.9583333333333334
24,0.22763962546984354,0.9583333333333334
25,0.19749144278466702,0.9765625
26,0.2056925967335701,0.9609375
27,0.17705363656083742,0.9713541666666666
28,0.17483728875716528,0.9791666666666666
29,0.1645572166889906,0.9791666666666666
30,0.1463888299961885,0.9713541666666666
31,0.1366791787246863,0.9895833333333334
32,0.12018604452411334,0.984375
33,0.12386274337768555,0.9817708333333334
34,0.11461791768670082,0.984375
35,0.0974016459658742,0.9869791666666666
36,0.0920471828430891,0.9921875
37,0.09595333908994992,0.9921875
38,0.0858606497446696,0.9869791666666666
39,0.09473172016441822,0.9895833333333334
40,0.07177363677571218,0.9921875
41,0.06750224499652784,1.0
42,0.06997731328010559,1.0
43,0.08600086346268654,0.9895833333333334
44,0.07540782292683919,0.984375
45,0.07239905837923288,0.9947916666666666
46,0.0705211479216814,0.9973958333333334
47,0.0767346490174532,0.9973958333333334
48,0.06356478094433744,0.9973958333333334
49,0.06990933821847041,0.9947916666666666
50,0.0659985663369298,0.9947916666666666
51,0.06759264816840489,0.9895833333333334
52,0.06919605129708846,0.9947916666666666
53,0.06620831694453955,0.9921875
54,0.0663119638338685,0.9921875
55,0.06108883318180839,0.9921875
56,0.07017628553633888,0.9947916666666666
57,0.07937848040213187,0.9921875
58,0.06827051859969895,0.9973958333333334
59,0.06103170538942019,0.9973958333333334
60,0.06355473042155306,0.9921875
61,0.0623907841121157,0.9973958333333334
62,0.06523389400293429,0.9947916666666666
63,0.07589738847066958,0.9973958333333334
64,0.06935673579573631,1.0
65,0.07284405423949163,1.0
66,0.07316149367640416,0.9947916666666666
67,0.0701956208795309,0.9947916666666666
68,0.06494013064851363,0.9947916666666666
69,0.06310445085788767,0.9973958333333334
70,0.06203044795741638,0.9869791666666666
71,0.05689614173024893,0.9973958333333334
72,0.06002926950653394,0.9973958333333334
73,0.0584122819515566,0.9973958333333334
74,0.06014200501764814,0.9973958333333334
75,0.05432438602050146,0.9973958333333334
76,0.05382814879218737,0.9973958333333334
77,0.06232919575025638,0.9921875
78,0.0626425207592547,0.9947916666666666
79,0.06016627186909318,1.0
80,0.06208844824383656,0.9973958333333334
81,0.05153261559704939,0.9947916666666666
82,0.058814031848063074,0.9973958333333334
83,0.06058178376406431,0.9973958333333334
84,0.05570227218170961,1.0
85,0.05796329956501722,1.0
86,0.05892502407853802,0.9973958333333334
87,0.0642959742496411,1.0
88,0.06091035312662522,0.9921875
89,0.0625376816218098,0.9973958333333334
90,0.05501047677050034,1.0
91,0.04512457208087047,0.9973958333333334
92,0.056155430463453136,0.9947916666666666
93,0.05980409666274985,0.9973958333333334
94,0.058661239221692085,0.9947916666666666
95,0.052163692812124886,1.0
96,0.06076412492742141,0.9921875
97,0.052079019136726856,0.9973958333333334
98,0.05397861544042826,1.0
99,0.05623825965449214,0.9973958333333334
100,0.05752909338722626,0.9921875
