client,round,loss
0,0,2.94
0,1,2.752
0,2,2.574
0,3,2.415
0,4,2.308
0,5,2.168
0,6,2.028
0,7,1.948
0,8,1.832
0,9,1.753
0,10,1.667
0,11,1.608
0,12,1.517
0,13,1.47
0,14,1.393
0,15,1.367
0,16,1.279
0,17,1.257
0,18,1.166
0,19,1.15
0,20,1.104
0,0,2.762
0,1,2.066
0,2,1.598
0,3,1.297
0,4,1.082
0,5,0.87
0,6,0.732
0,7,0.634
0,8,0.504
0,9,0.418
0,10,0.379
0,11,0.303
0,12,0.268
0,13,0.21
0,14,0.182
0,15,0.161
0,16,0.139
0,17,0.115
0,18,0.128
0,19,0.09
0,20,0.089
0,21,0.084
0,22,0.086
0,23,0.063
0,24,0.069
0,25,0.061
0,26,0.053
0,27,0.065
0,28,0.059
0,29,0.05
0,30,0.05
0,31,0.053
0,32,0.049
0,33,0.041
0,34,0.038
0,35,0.036
0,36,0.037
0,37,0.045
0,38,0.039
0,39,0.034
0,40,0.03
0,41,0.031
0,42,0.031
0,43,0.028
0,44,0.032
0,45,0.039
0,46,0.03
0,47,0.029
0,48,0.026
0,49,0.028
0,50,0.032
0,51,0.023
0,52,0.023
0,53,0.022
0,54,0.022
0,55,0.025
0,56,0.026
0,57,0.023
0,58,0.027
0,59,0.024
0,60,0.021
0,61,0.02
0,62,0.025
0,63,0.023
0,64,0.024
0,65,0.021
0,66,0.021
0,67,0.019
0,68,0.018
0,69,0.02
0,70,0.018
0,71,0.02
0,72,0.022
0,73,0.025
0,74,0.019
0,75,0.023
0,76,0.021
0,77,0.018
0,78,0.026
0,79,0.022
0,80,0.019
0,81,0.017
0,82,0.017
0,83,0.018
0,84,0.018
0,85,0.018
0,86,0.019
0,87,0.017
0,88,0.019
