epoch,loss,accuracy
1,4.290237928691663,0.24095394736842105
2,3.687197471919813,0.3503289473684211
3,2.9530888858594393,0.35773026315789475
4,2.3996146227184094,0.4564144736842105
5,2.1090165062954553,0.5016447368421053
6,1.8342911757920917,0.5649671052631579
7,1.650239922498402,0.602796052631579
8,1.5289942292790664,0.6258223684210527
9,1.4134136877561871,0.6480263157894737
10,1.3004745590059381,0.6825657894736842
11,1.2234654850081395,0.6899671052631579
12,1.1254481908522154,0.7302631578947368
13,1.0541179807562577,0.7384868421052632
14,0.9507016414090207,0.7705592105263158
15,0.8891428003185674,0.7754934210526315
16,0.8517343480336038,0.8009868421052632
17,0.7913999024190401,0.8116776315789473
18,0.7448820016886059,0.8256578947368421
19,0.6890248820969933,0.8404605263157895
20,0.6712437248543689,0.8445723684210527
21,0.6038691283840882,0.8626644736842105
22,0.5845978452186835,0.8601973684210527
23,0.5557776791484732,0.8708881578947368
24,0.5125091671943665,0.884046052631579
25,0.4780006608680675,0.897203947368421
26,0.4515223985439853,0.9021381578947368
27,0.4201272757429826,0.9144736842105263
28,0.4077994152903557,0.9111842105263158
29,0.38211402414660706,0.9185855263157895
30,0.35060658698019226,0.9251644736842105
31,0.34621631707015793,0.9251644736842105
32,0.3143024013230675,0.9333881578947368
33,0.3146602042803639,0.9342105263157895
34,0.2812163892545198,0.9432565789473685
35,0.27528085265504687,0.944078947368421
36,0.2622098356093231,0.9490131578947368
37,0.2322158391930555,0.9572368421052632
38,0.23352284729480743,0.9523026315789473
39,0.21185719564949212,0.9629934210526315
40,0.2107318125076984,0.9629934210526315
41,0.19759949159465337,0.9605263157894737
42,0.1948031575271958,0.9662828947368421
43,0.1951283123344183,0.9646381578947368
44,0.18475643016005816,0.9679276315789473
45,0.19038543369817107,0.9671052631578947
46,0.18405383119457647,0.9703947368421053
47,0.17101852880104593,0.9745065789473685
48,0.18101343561552072,0.9646381578947368
49,0.17865652796861373,0.9728618421052632
50,0.178319025588663,0.9736842105263158
51,0.17762035886315922,0.9728618421052632
52,0.1715971394196937,0.9736842105263158
53,0.16725997901276538,0.9736842105263158
54,0.17241728374440418,0.9786184210526315
55,0.16874541597146736,0.9761513157894737
56,0.17945335741694035,0.9695723684210527
57,0.1626479059065643,0.9769736842105263
58,0.16078708340462886,0.975328947368421
59,0.16583419453940892,0.9761513157894737
60,0.160967423335502,0.9745065789473685
61,0.17854845710098743,0.96875
62,0.16797129790249624,0.977796052631579
63,0.15933004845129817,0.977796052631579
64,0.15687348674002446,0.9761513157894737
65,0.16064429734098284,0.9736842105263158
66,0.17796392601571584,0.9728618421052632
67,0.16299945145453276,0.9720394736842105
68,0.16582327228235572,0.9703947368421053
69,0.16324551393719097,0.9769736842105263
70,0.14512191683446107,0.9769736842105263
71,0.1515338197350502,0.9819078947368421
72,0.14770577053882575,0.9819078947368421
73,0.15249203978792616,0.977796052631579
74,0.14620156390102287,0.9769736842105263
75,0.14954643088736033,0.9827302631578947
76,0.15731303099738925,0.9786184210526315
77,0.14731780125906593,0.9802631578947368
78,0.1437708097264955,0.9745065789473685
79,0.14838665870851592,0.9761513157894737
80,0.15638335813817225,0.9712171052631579
81,0.1440339542337154,0.9794407894736842
82,0.15578191756810011,0.975328947368421
83,0.1425613145785112,0.9802631578947368
84,0.14851444773375988,0.9794407894736842
85,0.15004871275864148,0.975328947368421
86,0.13177676018523543,0.9835526315789473
87,0.13851288196287656,0.9786184210526315
88,0.1493910155013988,0.9769736842105263
89,0.14907767829534255,0.9794407894736842
90,0.15475106053054333,0.975328947368421
91,0.14245953587324997,0.977796052631579
92,0.14778769584862808,0.9736842105263158
93,0.15489608490545498,0.9736842105263158
94,0.13840701783958234,0.9769736842105263
95,0.14203518344775626,0.9786184210526315
96,0.14674600968627552,0.9728618421052632
97,0.13940881888725257,0.9794407894736842
98,0.14227534556075147,0.9794407894736842
99,0.14611676384351754,0.9819078947368421
100,0.15738666851661706,0.9761513157894737
