client,round,loss
1,0,1.593
1,1,1.53
1,2,1.477
1,3,1.414
1,4,1.369
1,5,1.564
1,6,1.469
1,7,1.415
1,8,1.374
1,9,1.295
1,10,1.259
1,11,1.22
1,12,1.162
1,13,1.074
1,14,0.99
1,15,0.889
1,16,0.888
1,17,0.84
1,18,0.809
1,19,0.772
1,20,0.783
1,21,0.681
1,22,0.756
1,23,0.694
1,24,0.677
1,25,0.645
1,26,0.606
1,27,0.526
1,28,0.525
1,29,0.578
1,30,0.547
1,31,0.581
1,32,0.468
1,33,0.446
1,34,0.396
1,35,0.351
1,36,0.37
1,37,0.335
1,38,0.324
1,39,0.298
1,40,0.316
1,41,0.319
1,42,0.345
1,43,0.368
1,44,0.368
1,45,0.354
1,46,0.343
1,47,0.319
1,48,0.345
1,49,0.291
1,50,0.264
1,51,0.213
1,52,0.238
1,53,0.235
1,54,0.323
1,55,0.332
1,56,0.341
1,57,0.292
1,58,0.28
1,59,0.281
1,60,0.349
1,61,0.33
1,62,0.323
1,63,0.282
1,64,0.26
1,65,0.263
1,66,0.25
1,67,0.298
1,68,0.303
1,69,0.288
1,70,0.266
1,71,0.223
1,72,0.207
1,73,0.223
1,74,0.198
1,75,0.178
1,76,0.186
1,77,0.221
1,78,0.215
1,79,0.286
1,80,0.307
1,81,0.309
1,82,0.257
1,83,0.224
1,84,0.194
1,85,0.183
1,86,0.194
1,87,0.188
1,88,0.195
1,89,0.218
1,90,0.193
1,91,0.168
1,92,0.172
1,93,0.156
1,94,0.169
1,95,0.213
1,96,0.222
1,97,0.24
1,98,0.307
1,99,0.302
