cosine_sim,student_norm,teacher_norm
0.9351,29.1283,28.3656
0.9334,29.2015,28.8721
0.9455,29.4184,28.6731
0.9081,29.4494,27.5104
0.9463,29.3327,27.9023
0.9410,29.2555,28.6362
0.9473,29.3740,28.8699
0.9471,29.4400,29.9664
0.9514,29.4564,28.7380
0.9458,29.1371,28.1041
0.9530,29.2725,28.0002
0.9500,29.4681,28.0594
0.9688,29.2540,28.6285
0.9586,29.1754,28.4964
0.9411,28.9771,27.8046
0.9465,29.2848,28.6496
0.9463,29.1278,28.2794
0.9600,29.2944,28.8475
0.9579,29.2779,28.3262
0.9542,29.3641,29.2057
0.9548,29.1508,28.3656
0.9258,29.0713,28.3391
0.9547,29.2681,27.7480
0.9202,29.0471,28.2229
0.9308,29.3727,28.3530
0.9401,29.2887,29.1644
0.9354,29.2832,27.9280
0.9274,29.3028,29.2153
0.9320,29.2358,27.9094
0.9032,29.0443,28.3810
0.9030,29.1007,28.0214
0.9143,29.1558,28.2481
0.9217,29.1953,28.8066
0.9041,29.2192,27.8928
0.9197,29.0619,27.0595
0.9240,29.2821,29.1819
0.9161,29.0668,27.7379
0.9365,29.3307,28.6078
0.9319,29.2912,28.3805
0.9362,29.1116,27.8847
0.9182,29.0183,27.9503
0.9283,29.0764,28.9296
0.9286,29.0876,28.2645
0.9092,29.1948,28.8287
0.9181,29.3439,29.1684
0.8977,28.9917,28.5151
0.8955,28.9257,27.2920
0.9004,28.9796,28.5158
0.9316,29.0768,28.4527
0.9310,29.0870,28.9423
0.9077,28.9510,28.0511
0.9281,29.0878,28.8487
0.9307,28.8737,27.6167
0.9376,28.9585,27.8863
0.9578,29.1491,28.0615
0.9444,29.0941,28.3706
0.9412,28.9559,26.6737
0.9408,28.9612,28.1926
0.9326,28.8470,27.6032
0.9465,29.1726,28.4117
0.9337,28.9269,27.3789
0.9410,29.0790,27.9017
0.9514,28.9678,28.7701
0.9327,28.9383,26.8997
0.9541,29.0639,29.2637
0.9213,28.8114,27.3976
0.9493,29.1092,28.6092
0.9458,29.0432,28.7792
0.9201,28.9682,29.2661
0.9213,28.7678,28.0768
0.9424,28.9664,27.5889
0.9055,28.8084,27.7076
0.9302,28.9440,28.5830
0.9117,28.7301,26.8166
0.9208,28.9821,28.1314
0.9291,29.0951,28.8253
0.9240,28.9173,27.2873
0.9339,28.8451,28.0552
0.9442,28.9442,28.6333
0.9324,28.8204,28.4310
0.9547,29.0439,27.9932
0.9545,29.1721,29.0329
0.9548,28.9173,28.1267
0.9386,28.8701,28.2522
0.9608,28.6920,28.3207
0.9489,28.8950,28.2582
0.9283,28.7808,27.4330
0.9353,29.0072,28.5287
0.9086,28.7466,27.6196
0.9003,28.8639,28.1850
0.9234,28.8921,27.9933
0.9193,29.0201,28.8727
0.9068,28.8856,27.3894
0.8954,28.9312,27.1760
0.9206,28.8684,27.9094
0.9182,28.7865,28.2789
0.9086,28.7706,28.2741
0.9286,28.9019,29.0935
0.9222,28.6297,27.3242
0.9414,28.9725,29.0718
0.9363,28.8671,28.4403
0.9479,28.9865,28.4504
