timestamp,dataset,rank1,rank5,mAP
2025-07-02 20:42:40,client_2,0.8182,0.9091,0.6395
2025-07-02 21:37:56,client_2,0.8182,0.9091,0.6931
2025-07-02 22:30:45,client_2,0.9091,1.0000,0.7097
2025-07-02 23:26:06,client_2,0.8182,0.9545,0.6904
2025-07-03 00:18:39,client_2,0.8636,1.0000,0.7212
2025-07-03 01:18:17,client_2,0.8636,1.0000,0.7143
2025-07-03 02:14:40,client_2,0.8636,0.9545,0.7249
2025-07-03 03:09:52,client_2,0.8636,1.0000,0.7354
2025-07-03 04:04:12,client_2,0.9091,0.9545,0.7338
2025-07-03 04:56:03,client_2,0.9091,1.0000,0.7280
2025-07-03 05:53:48,client_2,0.8636,1.0000,0.7460
