client,round,loss
3,0,4.773
3,1,4.314
3,2,3.574
3,3,3.128
3,4,2.768
3,5,2.537
3,6,2.355
3,7,2.189
3,8,2.037
3,9,1.912
3,10,1.786
3,11,1.693
3,12,1.606
3,13,1.511
3,14,1.452
3,15,1.437
3,16,1.352
3,17,1.297
3,18,1.217
3,19,1.107
3,20,1.048
3,21,0.966
3,22,0.939
3,23,0.886
3,24,0.874
3,25,0.792
3,26,0.761
3,27,0.753
3,28,0.709
3,29,0.664
3,30,0.65
3,31,0.635
3,32,0.591
3,33,0.578
3,34,0.568
3,35,0.537
3,36,0.495
3,37,0.483
3,38,0.512
3,39,0.446
3,40,0.478
3,41,0.465
3,42,0.405
3,43,0.37
3,44,0.326
3,45,0.335
3,46,0.329
3,47,0.328
3,48,0.337
3,49,0.319
3,50,0.298
3,51,0.298
3,52,0.26
3,53,0.252
3,54,0.238
3,55,0.225
3,56,0.228
3,57,0.223
3,58,0.214
3,59,0.197
3,60,0.181
3,61,0.187
3,62,0.165
3,63,0.157
3,64,0.174
3,65,0.17
3,66,0.19
3,67,0.191
3,68,0.192
3,69,0.17
3,70,0.145
3,71,0.173
3,72,0.18
3,73,0.168
3,74,0.171
3,75,0.169
3,76,0.172
3,77,0.171
3,78,0.162
3,79,0.167
3,80,0.173
3,81,0.155
3,82,0.151
3,83,0.12
3,84,0.136
3,85,0.199
3,86,0.251
3,87,0.439
3,88,0.269
3,89,0.189
3,90,0.132
3,91,0.108
3,92,0.117
3,93,0.105
3,94,0.083
3,95,0.086
3,96,0.084
3,97,0.121
3,98,0.131
3,99,0.123
