round,cosine_ensemble_sim
1.0000,0.5593
2.0000,0.3382
3.0000,0.2399
4.0000,0.2014
5.0000,0.1989
6.0000,0.2204
7.0000,0.2130
8.0000,0.2114
9.0000,0.1697
10.0000,0.1763
11.0000,0.1788
12.0000,0.1700
13.0000,0.2109
14.0000,0.2329
15.0000,0.3176
16.0000,0.3102
17.0000,0.3005
18.0000,0.2814
19.0000,0.1454
20.0000,0.1456
21.0000,0.0950
22.0000,0.1244
23.0000,0.1242
24.0000,0.1422
25.0000,0.1327
26.0000,0.1330
27.0000,0.1410
28.0000,0.1490
29.0000,0.1275
30.0000,0.1140
31.0000,0.1604
32.0000,0.1578
33.0000,0.1602
34.0000,0.1797
35.0000,0.1721
36.0000,0.1518
37.0000,0.1707
38.0000,0.2596
39.0000,0.1742
40.0000,0.2727
41.0000,0.2741
42.0000,0.1611
43.0000,0.1658
44.0000,0.1069
45.0000,0.1259
46.0000,0.1605
47.0000,0.1621
48.0000,0.2041
49.0000,0.1967
50.0000,0.1850
51.0000,0.1847
52.0000,0.1306
53.0000,0.1254
54.0000,0.1285
55.0000,0.1337
56.0000,0.1393
57.0000,0.1391
58.0000,0.1291
59.0000,0.1214
60.0000,0.0958
61.0000,0.0958
62.0000,0.0723
63.0000,0.0702
64.0000,0.1003
65.0000,0.1146
66.0000,0.1706
67.0000,0.1743
68.0000,0.1493
69.0000,0.1462
70.0000,0.1024
71.0000,0.1565
72.0000,0.1710
73.0000,0.1682
74.0000,0.1703
75.0000,0.1662
76.0000,0.1815
77.0000,0.1919
78.0000,0.1785
79.0000,0.1861
80.0000,0.1863
81.0000,0.1729
82.0000,0.1520
83.0000,0.0900
84.0000,0.1375
85.0000,0.2479
86.0000,0.3664
87.0000,0.5526
88.0000,0.4087
89.0000,0.2432
90.0000,0.1471
91.0000,0.1053
92.0000,0.1274
93.0000,0.1075
94.0000,0.0708
95.0000,0.0695
96.0000,0.0692
97.0000,0.1481
98.0000,0.1701
99.0000,0.1604
