round,cosine_sim
0.0000,0.2782
1.0000,0.5542
2.0000,0.0473
3.0000,0.0403
4.0000,0.0358
5.0000,0.0410
6.0000,0.0273
7.0000,0.0314
8.0000,0.0209
9.0000,0.0307
10.0000,0.2523
11.0000,0.0251
12.0000,0.0200
13.0000,0.0201
14.0000,0.0204
15.0000,0.0162
16.0000,0.0172
17.0000,0.0182
18.0000,0.0120
19.0000,0.0175
20.0000,0.0571
21.0000,0.0082
22.0000,0.0209
23.0000,0.0097
24.0000,0.0097
25.0000,0.0115
26.0000,0.0067
27.0000,0.0165
28.0000,0.0109
29.0000,0.0125
30.0000,0.1198
31.0000,0.0153
32.0000,0.0087
33.0000,0.0105
34.0000,0.0119
35.0000,0.0118
36.0000,0.0122
37.0000,0.0059
38.0000,0.0079
39.0000,0.0079
40.0000,0.5901
41.0000,0.0055
42.0000,0.0062
43.0000,0.0091
44.0000,0.0074
45.0000,0.0094
46.0000,0.0061
47.0000,0.0057
48.0000,0.0069
49.0000,0.0064
50.0000,0.1008
51.0000,0.0076
52.0000,0.0054
53.0000,0.0091
54.0000,0.0051
55.0000,0.0039
56.0000,0.0052
57.0000,0.0054
58.0000,0.0052
59.0000,0.0062
60.0000,0.0587
61.0000,0.0053
62.0000,0.0028
63.0000,0.0032
64.0000,0.0065
65.0000,0.0056
66.0000,0.0044
67.0000,0.0040
68.0000,0.0041
69.0000,0.0041
70.0000,0.1824
71.0000,0.0040
72.0000,0.0044
73.0000,0.0051
74.0000,0.0027
75.0000,0.0043
76.0000,0.0040
77.0000,0.0046
78.0000,0.0033
79.0000,0.0033
80.0000,0.1698
81.0000,0.0038
82.0000,0.0038
83.0000,0.0035
84.0000,0.0027
85.0000,0.0041
86.0000,0.0024
87.0000,0.0034
88.0000,0.0025
89.0000,0.0036
90.0000,0.1665
91.0000,0.0021
92.0000,0.0025
93.0000,0.0025
94.0000,0.0020
95.0000,0.0021
96.0000,0.0017
97.0000,0.0034
98.0000,0.0025
99.0000,0.0025
