client,round,loss
1,0,0.695
1,1,0.837
1,2,0.677
1,3,0.541
1,4,0.509
1,5,0.472
1,6,0.431
1,7,0.413
1,8,0.402
1,9,0.417
1,10,0.422
1,11,0.428
1,12,0.454
1,13,0.389
1,14,0.369
1,15,0.343
1,16,0.33
1,17,0.302
1,18,0.297
1,19,0.325
1,20,0.276
1,21,0.276
1,22,0.32
1,23,0.299
1,24,0.268
1,25,0.261
1,26,0.251
1,27,0.264
1,28,0.252
1,29,0.252
1,30,0.295
1,31,0.296
1,32,0.267
1,33,0.256
1,34,0.239
1,35,0.195
1,36,0.194
1,37,0.221
1,38,0.261
1,39,0.292
1,40,0.303
1,41,0.253
1,42,0.183
1,43,0.195
1,44,0.195
1,45,0.229
1,46,0.224
1,47,0.249
1,48,0.199
1,49,0.126
