client,round,loss
3,0,3.753
3,1,2.448
3,2,1.814
3,3,1.467
3,4,1.218
3,5,1.031
3,6,0.86
3,7,0.733
3,8,0.626
3,9,0.52
3,10,0.453
3,11,0.383
3,12,0.33
3,13,0.283
3,14,0.247
3,15,0.219
3,16,0.195
3,17,0.172
3,18,0.158
3,19,0.147
3,20,0.119
3,21,0.119
3,22,0.114
3,23,0.1
3,24,0.09
3,25,0.084
3,26,0.075
3,27,0.074
3,28,0.076
3,29,0.061
3,30,0.065
3,31,0.059
3,32,0.065
3,33,0.063
3,34,0.06
3,35,0.056
3,36,0.049
3,37,0.061
3,38,0.048
3,39,0.048
3,40,0.047
3,41,0.045
3,42,0.048
3,43,0.046
3,44,0.044
3,45,0.048
3,46,0.041
3,47,0.041
3,48,0.04
3,49,0.038
3,50,0.038
3,51,0.042
3,52,0.037
