cosine_sim,student_norm,teacher_norm
0.4114,28.8491,36.3600
0.4217,29.1564,35.4962
0.4402,29.4281,37.8787
0.3982,29.1167,38.4834
0.4255,29.3650,37.4653
0.4510,28.9324,35.0463
0.4125,29.3780,35.6760
0.6175,28.5781,33.0252
0.6528,28.9476,33.6910
0.6693,28.7370,32.6579
0.6459,28.7170,32.0371
0.6971,28.6255,34.8413
0.6828,28.7020,34.2681
0.8066,28.2983,31.5915
0.8132,28.2905,31.9199
0.8361,28.5007,31.3503
0.8287,28.7535,31.6833
0.8230,28.6742,32.3798
0.8239,28.6864,34.4593
0.8309,28.3238,32.4685
0.8784,28.4794,35.1486
0.8656,28.1784,33.1180
0.8795,28.5951,31.8575
0.8705,28.4119,33.1591
0.8691,28.6910,32.5407
0.8912,28.7403,35.2518
0.8093,28.0377,34.9972
0.8004,28.0661,35.6513
0.8145,28.0810,33.7625
0.8348,28.3449,33.7270
0.8367,28.2907,34.2060
0.8449,28.3551,34.4479
0.9294,27.8195,31.8150
0.9181,28.0645,33.0725
0.9255,28.2923,33.2393
0.8983,27.8434,32.6858
0.9189,28.2146,32.7612
0.9129,28.0604,31.8835
0.9159,28.2563,31.1569
0.9235,27.8772,30.9830
0.9448,27.6441,28.9829
0.9427,27.8022,30.8545
0.9216,27.8249,30.0290
0.9346,27.5541,30.5041
0.9377,27.8177,31.2536
0.9248,27.4073,30.2067
0.9191,27.3458,31.3855
0.9127,27.2220,32.4202
0.9198,27.6348,32.5083
0.9361,27.6088,31.7007
0.9179,27.4828,32.1674
0.9180,27.6722,33.6263
0.9393,27.3182,29.8427
0.9002,27.3530,32.6231
0.9245,27.6570,29.8240
0.9019,27.4383,30.6211
0.8961,26.8375,31.8934
0.8931,27.2676,31.5921
0.9507,27.0315,27.0278
0.9421,27.6422,28.6264
0.9247,27.0964,28.2583
0.9035,26.6800,28.5726
0.9318,27.0483,27.2527
0.9336,27.3062,28.9056
0.9322,26.7923,28.7189
0.9220,26.7074,29.7282
0.9216,26.5574,29.3118
0.9506,27.0591,28.6276
0.9148,26.8012,29.6862
0.9255,26.4669,29.9818
0.9462,27.2314,29.9179
0.8609,26.0014,29.7640
0.8974,26.3878,29.5298
0.9131,26.8764,30.7828
0.9207,26.7880,31.2149
0.9051,26.7468,29.1508
0.9104,26.5457,30.6336
0.8862,26.3104,32.4683
0.9011,26.6947,34.0525
0.8948,26.5874,31.9682
0.8882,26.3874,32.5247
0.9103,26.6969,32.2279
0.9001,26.4813,32.8953
0.9081,26.4619,31.0937
0.9126,26.4044,33.1177
0.8892,25.9886,33.6554
0.9205,26.4355,32.1038
0.9215,26.6036,32.2081
0.8948,26.1815,31.2749
0.9052,27.0093,32.8478
0.8556,26.4599,32.5839
0.8635,26.1937,35.2820
0.8748,26.2562,32.9871
0.8657,26.2395,34.3797
0.8455,26.1368,34.2620
0.8840,26.2339,33.6864
0.8476,25.8680,32.9825
0.8703,25.9242,32.7268
0.8487,26.0561,32.3371
0.8263,25.9765,32.9969
0.8807,26.2831,31.5494
0.8694,25.9594,34.2516
0.8730,26.0406,32.8985
0.7214,25.7349,35.0924
0.7848,25.6171,34.8299
0.7660,25.6453,34.0847
0.7692,25.6214,32.7345
0.7438,25.7537,36.5345
0.7865,25.4202,33.2913
0.8499,25.2706,32.5632
0.8609,24.9576,33.0322
0.8381,25.6251,31.4277
0.8508,25.5312,33.0922
0.8133,25.3272,34.3796
0.8304,25.0768,31.8655
0.8398,25.1463,32.5738
0.8584,25.2630,32.0580
0.8368,25.0846,31.9414
0.8556,25.2275,32.6675
0.8790,25.5789,33.6718
0.8707,25.3661,33.4842
0.8695,25.2963,31.6183
0.9038,25.2962,30.4720
0.9096,24.9714,30.6281
0.8845,24.9849,28.4844
0.9149,25.6093,31.5956
0.9153,25.2686,31.9431
0.9057,25.0738,30.3996
0.9291,25.2068,30.0505
0.9182,24.9504,31.1019
0.9200,25.3011,31.3924
0.9094,25.2056,30.6198
0.9278,25.4870,30.2138
0.9141,25.2535,31.3314
0.9308,25.6779,30.5525
0.9494,25.2375,28.9201
0.9341,25.1516,28.7955
0.9425,25.4188,28.9289
0.9637,25.3083,28.5851
0.9530,24.9583,27.8119
0.9504,25.2292,29.6284
0.9401,25.1314,29.8449
0.9376,25.0521,28.7413
0.9358,25.0074,29.6161
0.9626,25.3656,27.9154
0.9564,25.0393,27.9773
0.9438,25.3204,29.9822
0.9459,25.0200,27.3902
0.9589,24.9360,26.4325
0.9675,24.5815,27.2027
0.9605,25.0276,27.5588
0.9521,24.8671,26.9344
0.9659,24.9331,27.2151
0.9704,25.1154,27.0694
0.9698,24.6353,26.2137
0.9784,24.9023,27.0477
0.9667,24.7705,26.5527
0.9694,25.1090,26.7806
0.9794,24.9736,25.7328
0.9639,24.8813,26.7387
0.9536,24.7785,25.0145
0.9612,24.7293,25.7864
0.9763,24.9100,25.6142
0.9752,24.8442,26.0845
0.9739,24.6324,25.5099
0.9647,24.7075,25.9134
0.9568,24.6031,25.7243
0.9649,24.8556,26.3881
0.9635,24.6773,25.8930
0.9676,24.5281,25.6230
0.9744,24.7962,26.4829
0.9611,24.5080,24.3149
0.9744,24.7852,25.4993
0.9616,24.2722,25.7009
0.9636,24.5315,25.6344
0.9683,24.4569,24.7853
0.9644,24.5924,25.3544
0.9616,24.6135,26.5592
0.9707,24.8396,27.1478
0.9664,24.6368,25.9366
0.9593,24.4797,26.1372
0.9661,24.4765,25.3666
0.9627,24.3535,26.5405
0.9670,24.6987,26.5219
0.9621,24.3275,26.4219
0.9562,24.3831,26.5033
0.9655,24.4937,26.3401
0.9657,24.4293,25.5226
0.9660,24.6025,26.7094
0.9565,24.5768,26.3760
0.9681,24.4800,25.5847
0.9651,24.5948,26.9335
0.9521,24.3649,26.1920
0.9456,24.6529,26.6353
0.9243,24.0443,27.1480
0.9533,24.5025,27.4360
0.9522,24.5391,26.5388
0.9640,24.6154,27.2654
0.9480,24.4722,26.4619
0.9538,24.1843,25.8638
0.9505,24.0559,26.1273
0.9519,24.4427,27.3837
0.9641,24.2151,25.5926
0.9565,24.7613,26.5058
0.9504,24.5091,27.4942
0.9443,24.3406,27.2242
0.9580,24.3401,26.4186
0.9478,24.3856,27.2530
0.9605,24.2892,27.1783
0.9492,24.2504,26.9819
0.9428,24.3814,27.5623
0.9511,24.4585,26.9066
0.9607,24.4632,26.9274
0.9584,24.2430,25.9058
0.9546,24.2855,27.4922
0.9646,24.4494,27.5459
0.9585,24.3406,27.3918
0.9538,24.1023,26.3236
0.8880,24.1888,28.0667
0.9346,24.2593,28.6431
0.9026,24.3388,28.8974
0.9209,24.3116,27.6405
0.9098,24.0874,27.4161
0.9208,24.2269,26.8370
0.9645,24.0967,25.7838
0.9593,24.2688,26.5993
0.9573,23.9633,25.3131
0.9667,24.0633,25.5714
0.9616,24.1765,27.0783
0.9618,24.2964,25.6074
0.9633,24.2708,26.8449
