client,round,loss
0,0,3.39
0,1,2.304
0,2,1.738
0,3,1.403
0,4,1.148
0,5,0.931
0,6,0.765
0,7,0.662
0,8,0.538
0,9,0.467
0,10,0.387
0,11,0.314
0,12,0.275
0,13,0.254
0,14,0.25
0,15,0.204
0,16,0.191
0,17,0.186
0,18,0.16
0,19,0.15
0,20,0.149
0,21,0.142
0,22,0.135
0,23,0.127
0,24,0.13
0,25,0.128
0,26,0.111
0,27,0.107
0,28,0.103
0,29,0.108
0,30,0.098
0,31,0.116
0,32,0.098
0,33,0.112
0,34,0.104
0,35,0.119
0,36,0.12
0,37,0.112
0,38,0.1
0,39,0.088
0,40,0.076
0,41,0.102
0,42,0.108
0,43,0.115
0,44,0.093
0,45,0.091
0,46,0.084
0,47,0.08
0,48,0.099
0,49,0.132
