client,round,loss
0,0,1.116
0,1,0.32
0,2,0.173
0,3,0.087
0,4,0.06
0,5,0.055
0,6,0.042
0,7,0.027
0,8,0.025
0,9,0.023
0,10,0.018
0,11,0.014
0,12,0.014
0,13,0.012
0,14,0.01
0,15,0.01
0,16,0.009
0,17,0.009
0,18,0.008
0,19,0.011
