timestamp,dataset,rank1,rank5,mAP
2025-07-07 15:49:29,client_2,0.5455,0.6818,0.3815
2025-07-07 16:56:24,client_2,0.5909,0.7727,0.3970
2025-07-07 18:25:35,client_2,0.7273,0.8182,0.5218
2025-07-07 19:39:20,client_2,0.6818,0.8182,0.5142
