client,round,loss
1,0,2.639
1,1,1.487
1,2,1.075
1,3,0.883
1,4,0.73
1,5,0.65
1,6,0.58
1,7,0.514
1,8,0.464
1,9,0.381
1,10,0.311
1,11,0.293
1,12,0.251
1,13,0.247
1,14,0.231
1,15,0.282
1,16,0.216
1,17,0.201
1,18,0.177
1,19,0.155
1,20,0.125
1,21,0.129
1,22,0.11
1,23,0.097
1,24,0.153
1,25,0.147
1,26,0.12
1,27,0.099
1,28,0.154
1,29,0.137
1,30,0.144
1,31,0.124
1,32,0.121
1,33,0.134
1,34,0.143
1,35,0.182
1,36,0.221
1,37,0.164
1,38,0.163
1,39,0.174
1,40,0.166
1,41,0.166
1,42,0.217
1,43,0.225
1,44,0.184
1,45,0.179
1,46,0.221
1,47,0.229
1,48,0.243
