round,cosine_sim
0.0000,0.3280
1.0000,0.5822
2.0000,0.0450
3.0000,0.0275
4.0000,0.0239
5.0000,0.0200
6.0000,0.0215
7.0000,0.0151
8.0000,0.0201
9.0000,0.0128
10.0000,0.1944
11.0000,0.0152
12.0000,0.0147
13.0000,0.0115
14.0000,0.0112
15.0000,0.0115
16.0000,0.0108
17.0000,0.0081
18.0000,0.0123
19.0000,0.0113
20.0000,0.1860
21.0000,0.0088
22.0000,0.0096
23.0000,0.0097
24.0000,0.0064
25.0000,0.0091
26.0000,0.0103
27.0000,0.0094
28.0000,0.0089
29.0000,0.0085
30.0000,0.1331
31.0000,0.0086
32.0000,0.0094
33.0000,0.0087
34.0000,0.0069
35.0000,0.0068
36.0000,0.0084
37.0000,0.0074
38.0000,0.0079
39.0000,0.0081
40.0000,0.5818
41.0000,0.0061
42.0000,0.0076
43.0000,0.0071
44.0000,0.0055
45.0000,0.0058
46.0000,0.0066
47.0000,0.0073
48.0000,0.0051
49.0000,0.0078
50.0000,0.1521
51.0000,0.0073
52.0000,0.0084
53.0000,0.0051
54.0000,0.0050
55.0000,0.0043
56.0000,0.0049
57.0000,0.0063
58.0000,0.0046
59.0000,0.0039
60.0000,0.1886
61.0000,0.0053
62.0000,0.0051
63.0000,0.0036
64.0000,0.0034
65.0000,0.0052
66.0000,0.0045
67.0000,0.0054
68.0000,0.0031
69.0000,0.0048
70.0000,0.0685
71.0000,0.0040
72.0000,0.0034
73.0000,0.0037
74.0000,0.0035
75.0000,0.0037
76.0000,0.0039
77.0000,0.0062
78.0000,0.0029
79.0000,0.0041
80.0000,0.0422
81.0000,0.0033
82.0000,0.0028
83.0000,0.0044
84.0000,0.0029
85.0000,0.0037
86.0000,0.0035
87.0000,0.0022
88.0000,0.0027
89.0000,0.0022
90.0000,0.0407
91.0000,0.0031
92.0000,0.0029
93.0000,0.0021
94.0000,0.0033
95.0000,0.0031
96.0000,0.0043
97.0000,0.0022
98.0000,0.0018
99.0000,0.0023
