client,round,loss
4,0,4.304
4,1,3.819
4,2,3.309
4,3,2.895
4,4,2.622
4,5,2.454
4,6,2.283
4,7,2.143
4,8,2.051
4,9,1.937
4,10,1.828
4,11,1.755
4,12,1.708
4,13,1.643
4,14,1.517
4,15,1.496
4,16,1.448
4,17,1.37
4,18,1.34
4,19,1.27
4,20,1.232
4,21,1.183
4,22,1.144
4,23,1.104
4,24,1.036
4,25,1.02
4,26,0.996
4,27,0.938
4,28,0.925
4,29,0.878
4,30,0.849
4,31,0.798
4,32,0.775
4,33,0.741
4,34,0.747
4,35,0.709
4,36,0.685
4,37,0.663
4,38,0.635
4,39,0.639
4,40,0.58
4,41,0.553
4,42,0.532
4,43,0.541
4,44,0.523
4,45,0.496
4,46,0.461
4,47,0.482
4,48,0.452
4,49,0.436
4,50,0.462
4,51,0.442
4,52,0.381
4,53,0.364
4,54,0.383
4,55,0.342
4,56,0.333
4,57,0.333
4,58,0.318
4,59,0.316
4,60,0.316
4,61,0.298
4,62,0.281
4,63,0.258
4,64,0.247
4,65,0.253
4,66,0.255
4,67,0.236
4,68,0.228
4,69,0.235
4,70,0.232
4,71,0.224
4,72,0.215
4,73,0.21
4,74,0.204
4,75,0.203
4,76,0.189
4,77,0.189
4,78,0.167
4,79,0.182
4,80,0.177
4,81,0.153
4,82,0.15
4,83,0.155
4,84,0.159
4,85,0.152
4,86,0.152
4,87,0.138
4,88,0.14
4,89,0.135
4,90,0.135
4,91,0.122
4,92,0.135
4,93,0.114
4,94,0.142
4,95,0.121
4,96,0.122
4,97,0.117
4,98,0.103
4,99,0.105
