cosine_sim,student_norm,teacher_norm
0.9361,29.2697,28.7469
0.9178,29.3746,28.6963
0.9512,29.3772,28.3835
0.9511,29.4847,28.0997
0.9363,29.4560,29.1629
0.9340,29.2414,28.2689
0.9345,29.2449,28.1338
0.9470,29.4810,28.2822
0.9408,29.2941,29.5944
0.9500,29.2380,28.5853
0.9421,29.2661,29.3988
0.9421,29.3496,28.4343
0.9232,29.2088,29.2948
0.9345,29.2665,28.9078
0.9401,29.2490,29.1874
0.9235,29.3357,29.6535
0.9177,29.2165,29.4897
0.9026,29.0793,28.3267
0.8954,29.1878,29.4104
0.9126,29.2100,28.2813
0.8792,29.0853,28.3315
0.9252,29.1031,28.7582
0.9157,28.9986,27.8106
0.9230,29.2533,28.9983
0.9258,29.2002,28.4259
0.9206,29.0984,28.1257
0.8941,29.2175,29.1001
0.9124,29.1086,28.7235
0.9065,29.1435,27.8488
0.9023,29.0086,28.6285
0.9218,28.9756,27.6203
0.9409,29.0071,28.4190
0.9322,28.9775,27.4080
0.9318,29.1598,28.6321
0.9471,29.1342,28.8846
0.9197,28.9112,27.8963
0.9365,29.0083,27.8911
0.9361,29.1082,28.9727
0.9334,29.1279,28.3690
0.9352,28.9393,27.9417
0.9253,28.8965,27.4305
0.9377,29.0424,27.7422
0.9213,28.9405,28.3339
0.9381,28.9374,27.7390
0.9197,28.9727,29.2319
0.8812,28.5858,27.1302
0.8854,28.7998,27.2343
0.9213,28.8468,28.6115
0.9456,29.0091,28.6478
0.9368,28.9740,27.9730
0.9481,29.1122,29.2639
0.9472,28.8761,27.7105
0.9456,28.8744,28.2231
0.9365,28.9322,28.2025
0.9300,28.9509,28.4443
0.9125,29.0345,28.7392
0.9124,28.6994,27.5581
0.8848,28.5870,27.7440
0.9151,28.9011,27.1273
0.9213,28.8932,28.9803
0.9085,28.6626,27.9019
0.9094,28.9636,28.4141
0.8927,28.7559,27.5322
0.9311,28.7948,28.3054
