round,cosine_ensemble_sim
1.0000,0.5452
2.0000,0.6089
3.0000,0.5981
4.0000,0.6130
5.0000,0.5691
6.0000,0.5460
7.0000,0.7251
8.0000,0.6567
9.0000,0.7582
10.0000,0.7994
11.0000,0.7983
12.0000,0.7515
13.0000,0.5482
14.0000,0.3830
15.0000,0.3030
16.0000,0.2337
17.0000,0.3589
18.0000,0.4595
19.0000,0.4692
20.0000,0.4651
21.0000,0.5033
22.0000,0.7708
23.0000,0.7617
24.0000,0.6426
25.0000,0.6015
26.0000,0.4352
27.0000,0.4131
28.0000,0.5835
29.0000,0.6911
30.0000,0.8493
31.0000,0.8690
32.0000,0.7414
33.0000,0.5071
34.0000,0.3146
35.0000,0.0909
36.0000,0.0584
37.0000,0.0766
38.0000,0.0541
39.0000,0.1656
40.0000,0.4629
41.0000,0.6084
42.0000,0.8014
43.0000,0.6868
44.0000,0.6911
45.0000,0.5191
46.0000,0.4783
47.0000,0.6899
48.0000,0.4967
49.0000,0.4131
50.0000,0.2522
51.0000,0.1059
52.0000,0.1870
53.0000,0.4053
54.0000,0.6061
55.0000,0.7523
56.0000,0.6127
57.0000,0.4897
58.0000,0.4583
59.0000,0.4595
60.0000,0.5005
61.0000,0.5448
62.0000,0.5758
63.0000,0.4840
64.0000,0.4333
65.0000,0.4383
66.0000,0.4713
67.0000,0.6267
68.0000,0.7184
69.0000,0.7665
70.0000,0.6384
71.0000,0.4346
72.0000,0.2477
73.0000,0.2474
74.0000,0.2236
75.0000,0.2088
76.0000,0.3650
77.0000,0.2938
78.0000,0.4851
79.0000,0.6864
80.0000,0.6343
81.0000,0.6787
82.0000,0.5385
83.0000,0.3279
84.0000,0.2098
85.0000,0.2164
86.0000,0.4468
87.0000,0.5387
88.0000,0.3785
89.0000,0.3617
90.0000,0.1778
91.0000,0.2701
92.0000,0.2880
93.0000,0.1581
94.0000,0.2714
95.0000,0.3190
96.0000,0.5634
97.0000,0.7233
98.0000,0.7475
99.0000,0.7823
