round,cosine_sim
0.0000,0.5148
1.0000,0.5416
2.0000,0.2456
3.0000,0.0878
4.0000,0.1272
5.0000,0.1138
6.0000,0.0728
7.0000,0.1942
8.0000,0.0200
9.0000,0.0325
10.0000,0.8714
11.0000,0.0656
12.0000,0.0237
13.0000,0.0449
14.0000,0.1263
15.0000,0.0348
16.0000,0.0334
17.0000,0.0692
18.0000,0.0671
19.0000,0.0273
20.0000,0.8824
21.0000,0.0189
22.0000,0.0245
23.0000,0.0161
24.0000,0.0082
25.0000,0.0229
26.0000,0.0187
27.0000,0.0246
28.0000,0.0130
29.0000,0.0226
30.0000,0.8532
31.0000,0.0465
32.0000,0.0136
33.0000,0.0107
34.0000,0.0067
35.0000,0.0053
36.0000,0.0097
37.0000,0.0048
38.0000,0.0068
39.0000,0.0053
40.0000,0.8428
41.0000,0.0084
42.0000,0.0156
43.0000,0.0093
44.0000,0.0095
45.0000,0.0093
46.0000,0.0078
47.0000,0.0081
48.0000,0.0073
49.0000,0.0090
50.0000,0.0643
51.0000,0.0066
52.0000,0.0070
53.0000,0.0067
54.0000,0.0087
55.0000,0.0181
56.0000,0.0031
57.0000,0.0096
58.0000,0.0074
59.0000,0.0046
60.0000,0.5132
61.0000,0.0040
62.0000,0.0057
63.0000,0.0062
64.0000,0.0046
65.0000,0.0071
66.0000,0.0035
67.0000,0.0048
68.0000,0.0075
69.0000,0.0111
70.0000,0.1592
71.0000,0.0057
72.0000,0.0038
73.0000,0.0041
74.0000,0.0034
75.0000,0.0032
76.0000,0.0043
77.0000,0.0052
78.0000,0.0071
79.0000,0.0069
80.0000,0.7195
81.0000,0.0045
82.0000,0.0066
83.0000,0.0042
84.0000,0.0027
85.0000,0.0028
86.0000,0.0026
87.0000,0.0039
88.0000,0.0026
89.0000,0.0023
90.0000,0.1020
91.0000,0.0022
92.0000,0.0027
93.0000,0.0029
94.0000,0.0026
95.0000,0.0016
96.0000,0.0043
97.0000,0.0053
98.0000,0.0083
99.0000,0.0057
