round,cosine_sim
0.0000,0.3195
1.0000,0.5421
2.0000,0.0080
3.0000,0.0093
4.0000,0.0107
5.0000,0.0086
6.0000,0.0076
7.0000,0.0064
8.0000,0.0056
9.0000,0.0043
10.0000,0.5244
11.0000,0.0061
12.0000,0.0045
13.0000,0.0028
14.0000,0.0039
15.0000,0.0047
16.0000,0.0025
17.0000,0.0030
18.0000,0.0025
19.0000,0.0047
20.0000,0.0733
21.0000,0.0024
22.0000,0.0022
23.0000,0.0031
24.0000,0.0026
25.0000,0.0030
26.0000,0.0019
27.0000,0.0027
28.0000,0.0016
29.0000,0.0024
30.0000,0.0531
31.0000,0.0024
32.0000,0.0024
33.0000,0.0021
34.0000,0.0020
35.0000,0.0020
36.0000,0.0015
37.0000,0.0015
38.0000,0.0018
39.0000,0.0019
40.0000,0.1694
41.0000,0.0013
42.0000,0.0021
43.0000,0.0013
44.0000,0.0013
45.0000,0.0024
46.0000,0.0015
47.0000,0.0019
48.0000,0.0011
49.0000,0.0015
50.0000,0.0341
51.0000,0.0011
52.0000,0.0011
53.0000,0.0015
54.0000,0.0011
55.0000,0.0018
56.0000,0.0014
57.0000,0.0018
58.0000,0.0016
59.0000,0.0012
60.0000,0.0834
61.0000,0.0023
62.0000,0.0016
63.0000,0.0013
64.0000,0.0009
65.0000,0.0010
66.0000,0.0008
67.0000,0.0010
68.0000,0.0012
69.0000,0.0013
70.0000,0.1988
71.0000,0.0012
72.0000,0.0013
73.0000,0.0010
74.0000,0.0011
75.0000,0.0030
76.0000,0.0012
77.0000,0.0017
78.0000,0.0012
79.0000,0.0014
80.0000,0.0893
81.0000,0.0015
82.0000,0.0008
83.0000,0.0009
84.0000,0.0008
85.0000,0.0009
86.0000,0.0011
87.0000,0.0011
88.0000,0.0015
89.0000,0.0010
90.0000,0.0365
91.0000,0.0009
92.0000,0.0007
93.0000,0.0007
94.0000,0.0007
95.0000,0.0009
96.0000,0.0009
97.0000,0.0012
98.0000,0.0007
99.0000,0.0004
