client,round,loss
0,0,3.202
0,1,3.206
0,2,2.813
0,3,2.499
0,4,2.224
0,5,2.002
0,6,1.865
0,7,1.699
0,8,1.544
0,9,1.469
0,10,1.404
0,11,1.301
0,12,1.312
0,13,1.264
0,14,1.137
0,15,1.068
0,16,0.972
0,17,0.945
0,18,0.901
0,19,0.913
0,20,0.821
0,21,0.844
0,22,0.814
0,23,0.835
0,24,0.813
0,25,0.781
0,26,0.686
0,27,0.673
0,28,0.668
0,29,0.611
0,30,0.598
0,31,0.553
0,32,0.541
0,33,0.554
0,34,0.517
0,35,0.523
0,36,0.485
0,37,0.49
0,38,0.465
0,39,0.462
0,40,0.475
0,41,0.45
0,42,0.45
0,43,0.456
0,44,0.425
0,45,0.423
0,46,0.426
0,47,0.404
0,48,0.396
0,49,0.377
0,50,0.355
0,51,0.336
0,52,0.328
0,53,0.335
0,54,0.329
0,55,0.328
0,56,0.321
0,57,0.306
0,58,0.31
0,59,0.36
0,60,0.363
0,61,0.369
0,62,0.369
0,63,0.288
0,64,0.267
0,65,0.249
0,66,0.263
0,67,0.269
0,68,0.261
0,69,0.289
0,70,0.233
0,71,0.277
0,72,0.254
0,73,0.307
0,74,0.273
0,75,0.25
0,76,0.23
0,77,0.24
0,78,0.239
0,79,0.214
0,80,0.206
0,81,0.19
0,82,0.205
0,83,0.215
0,84,0.208
0,85,0.217
0,86,0.188
0,87,0.18
0,88,0.192
0,89,0.2
0,90,0.202
0,91,0.186
0,92,0.163
0,93,0.187
0,94,0.186
0,95,0.251
0,96,0.312
0,97,0.311
0,98,0.304
0,99,0.199
