client,round,loss
0,0,3.39
0,1,2.224
0,2,1.672
0,3,1.276
0,4,1.064
0,5,0.839
0,6,0.667
0,7,0.536
0,8,0.468
0,9,0.384
0,10,0.299
0,11,0.269
0,12,0.211
0,13,0.186
0,14,0.154
0,15,0.15
0,16,0.118
0,17,0.109
0,18,0.101
0,19,0.099
0,20,0.077
0,21,0.073
0,22,0.069
0,23,0.064
0,24,0.061
0,25,0.058
0,26,0.056
0,27,0.053
0,28,0.051
0,29,0.057
0,30,0.052
0,31,0.041
0,32,0.039
0,33,0.04
0,34,0.041
0,35,0.037
0,36,0.033
0,37,0.033
0,38,0.033
0,39,0.038
0,40,0.035
0,41,0.03
0,42,0.029
0,43,0.035
0,44,0.026
0,45,0.031
0,46,0.03
0,47,0.026
0,48,0.022
0,49,0.027
