client,round,loss
5,1,2.244
5,2,1.224
5,5,0.83
5,6,0.635
5,7,0.499
5,8,0.384
5,10,0.301
5,11,0.224
5,13,0.179
5,14,0.131
5,15,0.105
5,16,0.092
5,18,0.08
5,20,0.067
5,22,0.059
5,24,0.055
5,25,0.04
5,26,0.038
5,28,0.032
5,31,0.029
5,32,0.024
5,34,0.023
5,36,0.023
5,37,0.023
5,38,0.019
5,42,0.018
5,43,0.017
5,49,0.018
5,52,0.017
5,53,0.015
5,54,0.013
5,56,0.014
5,57,0.013
5,59,0.01
5,65,0.013
5,67,0.011
5,68,0.01
5,70,0.01
5,71,0.009
5,72,0.01
5,73,0.008
5,75,0.009
5,76,0.009
5,77,0.009
5,78,0.008
5,79,0.01
5,81,0.008
5,87,0.008
5,89,0.009
5,92,0.009
5,95,0.007
5,96,0.008
5,97,0.008
5,102,0.007
