timestamp,dataset,rank1,rank5,mAP
2025-07-03 06:02:29,client_1,0.5000,0.8333,0.5122
2025-07-03 06:53:41,client_1,0.8333,0.8333,0.6506
2025-07-03 07:49:16,client_1,0.8333,0.8333,0.6264
2025-07-03 08:43:49,client_1,0.5000,0.6667,0.5226
2025-07-03 09:40:35,client_1,0.6667,0.8333,0.5135
2025-07-03 10:35:36,client_1,0.6667,0.8333,0.5678
2025-07-03 11:34:38,client_1,0.6667,0.8333,0.5559
2025-07-03 12:34:52,client_1,0.6667,0.8333,0.5641
2025-07-03 13:35:17,client_1,0.6667,0.8333,0.5639
