client,round,loss
1,0,1.53
1,1,1.656
1,2,1.51
1,3,1.42
1,4,1.248
1,5,1.106
1,6,1.051
1,7,1.105
1,8,0.94
1,9,0.934
1,10,0.919
1,11,0.866
1,12,0.836
1,13,0.96
1,14,0.767
1,15,0.83
1,16,0.922
1,17,0.824
1,18,0.658
1,19,0.738
1,20,0.708
1,21,0.729
1,22,0.825
1,23,0.727
1,24,0.722
1,25,0.566
1,26,0.602
1,27,0.734
1,28,0.626
1,29,0.651
1,30,0.87
1,31,0.696
1,32,0.627
1,33,0.648
1,34,0.642
1,35,0.576
1,36,0.74
1,37,0.823
1,38,0.71
1,39,0.684
1,40,0.666
1,41,0.603
1,42,0.708
1,43,0.521
1,44,0.701
1,45,0.593
1,46,0.478
1,47,0.547
1,48,0.564
1,49,0.604
1,0,1.53
1,1,1.652
1,2,1.512
1,3,1.421
1,4,1.271
1,5,1.131
1,6,1.067
1,7,1.147
1,8,0.962
1,9,0.956
1,10,0.926
1,11,0.891
1,12,0.836
1,13,0.958
1,14,0.818
1,15,0.815
1,16,0.928
1,17,0.845
1,18,0.662
1,19,0.697
1,20,0.745
1,21,0.751
1,22,0.814
1,23,0.738
1,24,0.725
1,25,0.573
1,26,0.58
1,27,0.751
1,28,0.656
1,29,0.679
1,30,0.816
1,31,0.665
1,32,0.605
1,33,0.655
1,34,0.606
1,35,0.551
1,36,0.693
1,37,0.805
1,38,0.759
1,39,0.628
1,40,0.724
1,41,0.625
1,42,0.762
1,43,0.543
1,44,0.682
1,45,0.61
1,46,0.478
1,47,0.544
1,48,0.586
1,49,0.637
