timestamp,dataset,rank1,rank5,mAP
2025-07-08 14:00:37,1,1.0000,1.0000,0.5982
2025-07-08 14:00:54,2,0.8000,0.8000,0.6031
2025-07-08 14:01:13,3,0.6667,0.8333,0.3487
2025-07-08 14:01:31,4,0.2500,0.6250,0.2270
2025-07-08 14:01:57,test,0.7407,0.8889,0.4740
2025-07-08 14:21:02,1,1.0000,1.0000,0.7917
2025-07-08 14:21:19,2,0.8000,0.8000,0.6550
2025-07-08 14:21:37,3,0.5833,0.9167,0.3488
2025-07-08 14:21:55,4,0.5000,0.7500,0.3423
2025-07-08 14:22:22,test,0.7778,0.8889,0.5212
2025-07-08 14:45:42,1,1.0000,1.0000,0.7083
2025-07-08 14:45:59,2,0.8000,0.8000,0.6600
2025-07-08 14:46:20,3,0.6667,0.8333,0.4229
2025-07-08 14:46:39,4,0.5000,0.7500,0.4034
2025-07-08 14:47:05,test,0.8148,0.8889,0.5484
2025-07-08 15:08:52,1,1.0000,1.0000,1.0000
2025-07-08 15:09:11,2,0.8000,0.8000,0.6634
2025-07-08 15:09:30,3,0.5833,0.8333,0.4101
2025-07-08 15:09:49,4,0.5000,0.7500,0.4108
2025-07-08 15:10:16,test,0.8148,0.8889,0.5573
2025-07-08 15:31:28,1,1.0000,1.0000,1.0000
2025-07-08 15:31:45,2,0.8000,0.8000,0.6812
2025-07-08 15:32:04,3,0.6667,0.8333,0.4488
2025-07-08 15:32:22,4,0.5000,0.7500,0.4155
2025-07-08 15:32:47,test,0.8519,0.8889,0.5698
2025-07-08 15:53:59,1,1.0000,1.0000,0.7917
2025-07-08 15:54:18,2,0.8000,0.8000,0.6865
2025-07-08 15:54:37,3,0.6667,0.8333,0.4547
2025-07-08 15:54:55,4,0.5000,0.7500,0.4107
2025-07-08 15:55:22,test,0.8519,0.8889,0.5826
2025-07-08 16:17:29,1,1.0000,1.0000,0.7083
2025-07-08 16:17:46,2,0.8000,0.8000,0.6869
2025-07-08 16:18:05,3,0.6667,0.9167,0.4593
2025-07-08 16:18:24,4,0.5000,0.7500,0.4077
2025-07-08 16:18:52,test,0.8519,0.8889,0.5826
2025-07-08 16:39:23,1,1.0000,1.0000,0.7083
2025-07-08 16:39:42,2,0.8000,1.0000,0.6983
2025-07-08 16:40:02,3,0.6667,0.9167,0.4475
2025-07-08 16:40:21,4,0.5000,0.7500,0.4093
2025-07-08 16:40:48,test,0.8519,0.8889,0.5854
2025-07-08 17:03:31,1,1.0000,1.0000,0.6625
2025-07-08 17:03:49,2,0.8000,1.0000,0.7037
2025-07-08 17:04:09,3,0.7500,0.9167,0.4911
2025-07-08 17:04:29,4,0.5000,0.7500,0.4092
2025-07-08 17:04:55,test,0.8889,0.8889,0.5977
2025-07-08 17:26:20,1,1.0000,1.0000,0.7083
2025-07-08 17:26:38,2,0.8000,1.0000,0.6974
2025-07-08 17:26:58,3,0.7500,1.0000,0.4919
2025-07-08 17:27:17,4,0.5000,0.7500,0.4127
2025-07-08 17:27:44,test,0.8889,0.8889,0.6001
