client,round,loss
2,0,2.45
2,1,1.797
2,2,1.317
2,3,1.026
2,4,0.824
2,5,0.652
2,6,0.543
2,7,0.447
2,8,0.359
2,9,0.316
2,10,0.293
2,11,0.223
2,12,0.205
2,13,0.2
2,14,0.168
2,15,0.165
2,16,0.146
2,17,0.126
2,18,0.118
2,19,0.124
2,20,0.092
2,21,0.094
2,22,0.101
2,23,0.1
2,24,0.081
2,25,0.085
2,26,0.086
2,27,0.079
2,28,0.09
2,29,0.079
2,30,0.083
2,31,0.079
2,32,0.08
2,33,0.073
2,34,0.075
2,35,0.075
2,36,0.075
2,37,0.085
2,38,0.081
2,39,0.074
2,40,0.071
2,41,0.071
2,42,0.078
2,43,0.084
2,44,0.089
2,45,0.076
2,46,0.081
2,47,0.079
2,48,0.076
2,49,0.079
