client,round,loss
0,0,2.905
0,1,2.249
0,2,1.72
0,3,1.341
0,4,1.017
0,5,0.851
0,6,0.686
0,7,0.576
0,8,0.464
0,9,0.382
0,10,0.412
0,11,0.351
0,12,0.316
0,13,0.279
0,14,0.252
0,15,0.233
0,16,0.199
0,17,0.221
0,18,0.167
0,19,0.161
0,20,0.151
0,21,0.131
0,22,0.115
0,23,0.121
0,24,0.119
0,25,0.108
0,26,0.109
0,27,0.108
0,28,0.089
0,29,0.096
0,30,0.096
0,31,0.083
0,32,0.086
0,33,0.076
0,34,0.078
0,35,0.069
0,36,0.067
0,37,0.067
0,38,0.061
0,39,0.071
0,40,0.064
0,41,0.058
0,42,0.064
0,43,0.058
0,44,0.057
0,45,0.055
0,46,0.059
0,47,0.05
0,48,0.05
0,49,0.051
0,50,0.046
0,51,0.047
0,52,0.05
0,53,0.047
0,54,0.045
0,55,0.046
0,56,0.042
0,57,0.043
0,58,0.039
0,59,0.048
0,60,0.046
0,61,0.044
0,62,0.051
0,63,0.041
0,64,0.042
0,65,0.037
0,66,0.039
0,67,0.043
0,68,0.049
0,69,0.043
0,70,0.041
0,71,0.04
0,72,0.044
0,73,0.036
0,74,0.033
0,75,0.036
0,76,0.038
0,77,0.039
0,78,0.039
0,79,0.038
0,80,0.039
0,81,0.042
0,82,0.037
0,83,0.039
0,84,0.042
0,85,0.037
0,86,0.041
0,87,0.038
0,88,0.037
0,89,0.037
0,90,0.037
0,91,0.033
0,92,0.037
0,93,0.037
0,94,0.037
0,95,0.037
0,96,0.032
0,97,0.034
0,98,0.034
0,99,0.029
