cosine_sim,student_norm,teacher_norm
0.9807,24.6564,25.3250
0.9763,24.7243,24.9266
0.9642,24.9495,25.1412
0.9623,25.0654,24.9029
0.9642,25.1383,24.6576
0.9607,25.1006,25.6084
0.9669,24.9228,25.1144
0.9699,25.0604,25.6947
0.9592,24.8195,25.4580
0.9533,25.0355,25.5386
0.9549,24.8850,26.1893
0.9656,24.9064,26.6883
0.9596,24.9734,24.6164
0.9482,24.9211,25.4501
0.9455,24.9236,26.1292
0.9459,24.9834,25.9164
0.9626,25.3460,25.2104
0.9385,24.8622,26.4565
0.9560,24.9958,25.4670
0.9457,24.9425,25.7831
0.9437,24.7728,26.3186
0.9636,24.8249,25.5812
0.9595,24.9522,26.5613
0.9621,25.1593,24.7987
0.9395,25.0808,26.3272
0.9425,25.0707,24.1837
0.9516,24.9355,25.1088
0.9593,24.9764,25.6501
0.9595,25.0733,26.2346
0.9514,24.8833,27.2036
0.9530,24.7484,26.3246
0.9499,24.8803,25.4666
0.9588,24.9947,27.2798
0.9352,24.9997,25.3126
0.9511,24.9775,25.8684
0.9414,24.8107,25.8655
0.9232,24.8015,25.7662
0.9743,25.0376,25.4383
0.9424,25.2797,25.3243
0.9523,25.0331,24.9610
0.9392,24.9376,24.9371
0.9540,24.9207,24.6008
0.9701,24.9674,25.4611
0.9581,24.9499,24.0073
0.9694,24.8425,25.5174
0.9559,24.7825,25.4919
0.9501,25.2697,25.7563
0.9739,24.8904,26.1018
0.9710,24.7926,25.8453
0.9653,24.8399,25.7828
0.9578,24.8732,27.0773
0.9652,24.9394,24.6526
0.9821,25.0095,26.2336
0.9770,25.0023,25.6678
0.9658,24.8114,25.7602
0.9709,24.9927,24.5963
0.9617,24.7971,24.7657
0.9635,25.0843,25.0290
0.9764,24.9238,25.0534
0.9638,24.9119,25.0695
0.9667,25.1000,25.7418
0.9737,24.8431,25.6602
0.9660,24.8054,25.9500
0.9681,25.0924,26.1242
0.9726,24.9596,25.5097
0.9647,25.0076,25.8680
0.9658,24.7919,26.5001
0.9589,25.1465,25.6306
0.9675,25.0891,25.7450
0.9716,24.9252,26.2144
0.9697,25.0488,25.6272
0.9665,24.9041,26.7164
0.9628,24.8367,26.3615
0.9732,25.0903,25.9680
0.9713,24.8881,25.3108
0.9779,24.8428,26.2212
0.9712,24.8784,26.3624
0.9681,25.0942,26.2145
0.9664,25.1994,25.2489
0.9701,25.0316,25.8774
0.9737,25.1183,25.6635
0.9667,25.0049,26.1556
0.9679,25.1494,26.5604
0.9667,24.8609,25.7327
0.9734,24.8294,25.4378
0.9497,24.8612,25.0405
0.9690,24.9618,25.8429
0.9621,24.8617,25.4991
0.9708,24.8090,26.3588
0.9727,25.1286,26.4056
0.9746,25.1615,25.7964
0.9694,24.9430,25.9538
0.9644,24.8640,26.0043
0.9730,24.9134,26.2745
0.9806,24.9487,26.0862
0.9759,24.8593,26.1206
0.9748,25.1805,25.2739
0.9688,25.0336,25.2610
0.9751,24.9176,25.3733
0.9796,25.0588,26.0706
0.9651,24.9220,25.0733
0.9728,24.8946,26.3363
0.9701,24.9651,26.0444
0.9681,24.8670,26.6737
0.9782,25.0496,25.4526
0.9740,25.0113,26.2355
0.9759,24.9033,25.2130
0.9762,24.8918,25.7120
0.9763,24.8178,26.3951
0.9705,24.8505,26.2210
0.9760,24.9932,25.2503
0.9671,24.9520,25.1231
0.9731,25.0214,25.2041
0.9687,24.8875,25.5414
0.9734,25.0407,26.1116
0.9784,24.8966,25.6547
0.9745,25.0389,25.5303
0.9758,25.0017,24.7659
0.9758,24.8862,25.6397
0.9634,24.8138,25.9247
0.9675,24.7871,25.6300
0.9721,24.6366,25.8443
0.9655,24.8822,26.1646
0.9715,25.1002,24.8174
0.9741,25.0744,24.6747
0.9722,25.1336,25.9695
0.9716,25.0881,26.0886
0.9715,25.0525,25.1524
0.9630,24.9092,25.3296
0.9652,24.7855,25.1311
0.9723,24.7530,24.6687
0.9722,24.8101,26.0132
0.9740,25.0372,25.2522
0.9766,25.1328,25.0918
0.9688,25.1850,25.2277
0.9728,24.8996,26.0617
0.9805,24.6192,25.4373
0.9803,24.8616,25.5812
0.9739,25.0269,25.0167
0.9750,24.8819,26.4957
0.9751,25.0088,24.9831
0.9761,24.8152,26.2510
0.9773,25.1016,25.2969
0.9781,25.0563,25.1724
0.9667,25.0456,25.8618
0.9722,24.8440,25.5950
0.9739,24.8998,24.9882
0.9755,24.9387,26.5667
0.9696,24.8599,25.4511
0.9719,25.0655,25.7193
0.9657,24.8878,26.4478
0.9809,24.8765,25.2478
0.9831,24.8643,25.6242
0.9750,24.7363,25.2545
0.9770,25.0488,25.7102
0.9766,24.8820,26.2152
0.9819,24.8653,26.1366
0.9765,24.6837,26.0336
0.9733,24.7937,25.4146
0.9616,24.8004,24.7668
0.9744,25.0337,26.1826
0.9684,24.8591,25.4711
0.9808,24.8115,26.1641
0.9688,24.9468,25.6910
0.9698,25.1439,26.2082
0.9736,25.0254,25.5649
0.9696,25.1504,25.0232
0.9813,24.8191,26.2732
0.9720,24.8185,25.2813
0.9724,24.9325,25.8154
0.9697,24.8112,25.8270
0.9754,24.9749,25.6132
0.9790,24.6316,26.2084
0.9742,24.7912,26.5636
0.9737,24.8945,26.5451
0.9803,24.8293,25.9699
0.9712,24.9995,26.2279
0.9581,24.8931,24.8840
0.9698,24.9733,25.9572
0.9700,25.0946,25.8688
0.9491,24.8325,26.5926
0.9669,24.5416,26.4416
0.9596,24.9358,26.2185
0.9684,25.1656,26.0540
0.9562,25.1791,25.1723
0.9652,25.0723,25.6654
0.9604,25.0166,25.3123
0.9549,24.8515,25.8577
0.9675,24.9260,26.2857
0.9753,24.7842,25.7581
0.9650,24.7676,25.6933
0.9659,24.8199,27.1085
0.9712,24.8035,25.4456
0.9677,25.3427,25.7453
0.9600,24.8238,26.2566
0.9708,24.8449,25.4710
0.9698,24.7565,26.1511
0.9732,25.3070,26.4451
0.9742,24.6733,26.1866
0.9829,24.9076,25.5844
0.9726,24.6658,25.9321
0.9805,24.8257,25.9204
0.9777,25.0239,26.2936
0.9831,24.7917,25.2392
0.9770,24.8836,25.3013
0.9665,24.9269,25.2299
0.9761,24.9403,25.9546
0.9816,25.0857,25.9242
0.9769,25.0142,26.1545
0.9711,24.9152,26.1710
0.9729,25.0133,25.7021
0.9685,24.7462,26.1128
0.9737,25.0249,26.4498
0.9651,24.9058,25.6010
0.9697,24.9585,26.0880
0.9763,25.1366,26.7958
0.9604,24.9640,26.4303
0.9723,24.9222,26.5546
0.9660,24.6976,25.8775
0.9665,24.8824,25.7220
0.9709,24.8764,26.8571
0.9543,24.8974,27.1151
0.9738,25.2747,26.2200
0.9663,24.8376,26.1448
0.9724,24.7310,25.7868
0.9566,25.0052,26.5592
0.9687,24.7920,26.0446
0.9657,24.9077,26.4158
0.9702,24.8400,25.6301
0.9758,25.1889,26.4487
0.9790,25.1992,25.6807
0.9783,24.7851,25.4011
0.9745,24.7738,25.8011
0.9714,24.6871,27.1156
0.9761,24.8502,26.5890
0.9768,24.8167,25.3298
0.9800,24.8778,26.4729
0.9781,25.1871,26.5491
0.9657,25.0919,25.1460
0.9724,24.9240,26.6097
0.9689,24.9205,26.2315
0.9805,24.8543,26.4270
0.9783,25.0267,25.6124
0.9726,25.1109,26.5049
0.9756,25.0563,25.5730
0.9507,24.9469,25.5437
0.9721,24.7546,26.4315
0.9637,25.0602,26.3388
0.9736,24.8978,25.9236
0.9644,24.9171,25.8223
0.9534,24.9999,26.4353
0.9542,24.7761,26.6428
0.9635,24.9124,26.5999
0.9534,24.9712,26.5689
0.9597,24.9190,26.5000
