client,round,loss
1,0,2.75
1,1,1.965
1,2,1.453
1,3,1.095
1,4,0.9
1,5,0.694
1,6,0.572
1,7,0.464
1,8,0.389
1,9,0.333
1,10,0.297
1,11,0.271
1,12,0.228
1,13,0.195
1,14,0.179
1,15,0.166
1,16,0.134
1,17,0.126
1,18,0.109
1,19,0.122
1,20,0.106
1,21,0.091
1,22,0.092
1,23,0.081
1,24,0.08
1,25,0.076
1,26,0.084
1,27,0.066
1,28,0.059
1,29,0.068
1,30,0.066
1,31,0.058
1,32,0.057
1,33,0.061
1,34,0.05
1,35,0.055
1,36,0.049
1,37,0.048
1,38,0.053
1,39,0.057
1,40,0.054
1,41,0.052
1,42,0.056
1,43,0.051
1,44,0.062
1,45,0.052
1,46,0.055
1,47,0.048
1,48,0.053
1,49,0.05
