round,cosine_sim
0.0000,0.4335
1.0000,0.4698
2.0000,0.0005
3.0000,0.0004
4.0000,0.0016
5.0000,0.0027
6.0000,0.0032
7.0000,0.0010
8.0000,0.0012
9.0000,0.0063
10.0000,0.2360
11.0000,0.0026
12.0000,0.0037
13.0000,0.0032
14.0000,0.0027
15.0000,0.0082
16.0000,0.0075
17.0000,0.0060
18.0000,0.0031
19.0000,0.0056
20.0000,0.2095
21.0000,0.0032
22.0000,0.0035
23.0000,0.0066
24.0000,0.0049
25.0000,0.0025
26.0000,0.0039
27.0000,0.0073
28.0000,0.0092
29.0000,0.0045
30.0000,0.1813
31.0000,0.0060
32.0000,0.0076
33.0000,0.0050
34.0000,0.0054
35.0000,0.0040
36.0000,0.0057
37.0000,0.0034
38.0000,0.0065
39.0000,0.0065
40.0000,0.5313
41.0000,0.0051
42.0000,0.0063
43.0000,0.0028
44.0000,0.0064
45.0000,0.0046
46.0000,0.0048
47.0000,0.0055
48.0000,0.0036
49.0000,0.0037
50.0000,0.3365
51.0000,0.0089
52.0000,0.0038
53.0000,0.0054
54.0000,0.0071
55.0000,0.0042
56.0000,0.0047
57.0000,0.0032
58.0000,0.0038
59.0000,0.0032
60.0000,0.1852
61.0000,0.0022
62.0000,0.0034
63.0000,0.0040
64.0000,0.0033
65.0000,0.0083
66.0000,0.0050
67.0000,0.0062
68.0000,0.0046
69.0000,0.0029
70.0000,0.0685
71.0000,0.0026
72.0000,0.0037
73.0000,0.0025
74.0000,0.0031
75.0000,0.0029
76.0000,0.0052
77.0000,0.0044
78.0000,0.0020
79.0000,0.0054
80.0000,0.2480
81.0000,0.0063
82.0000,0.0029
83.0000,0.0038
84.0000,0.0026
85.0000,0.0042
86.0000,0.0027
87.0000,0.0037
88.0000,0.0019
89.0000,0.0023
90.0000,0.0603
91.0000,0.0032
92.0000,0.0054
93.0000,0.0028
94.0000,0.0024
95.0000,0.0029
96.0000,0.0035
97.0000,0.0026
98.0000,0.0086
99.0000,0.0025
