client,round,loss
1,0,0.695
1,1,0.881
1,2,0.709
1,3,0.569
1,4,0.539
1,5,0.507
1,6,0.458
1,7,0.444
1,8,0.438
1,9,0.459
1,10,0.462
1,11,0.471
1,12,0.505
1,13,0.424
1,14,0.404
1,15,0.377
1,16,0.365
1,17,0.329
1,18,0.327
1,19,0.359
1,20,0.307
1,21,0.307
1,22,0.353
1,23,0.331
1,24,0.295
1,25,0.288
1,26,0.278
1,27,0.294
1,28,0.281
1,29,0.277
1,30,0.332
1,31,0.328
1,32,0.293
1,33,0.283
1,34,0.262
1,35,0.212
1,36,0.211
1,37,0.245
1,38,0.291
1,39,0.322
1,40,0.335
1,41,0.275
1,42,0.2
1,43,0.214
1,44,0.217
1,45,0.254
1,46,0.249
1,47,0.279
1,48,0.22
1,49,0.139
