client,round,loss
2,0,0.769
2,1,0.225
2,2,0.122
2,3,0.084
2,4,0.061
2,5,0.049
2,6,0.044
2,7,0.028
2,8,0.023
2,9,0.023
2,10,0.022
2,11,0.023
2,12,0.022
2,13,0.02
2,14,0.02
2,15,0.019
2,16,0.019
2,17,0.018
2,18,0.019
2,19,0.012
2,20,0.011
2,21,0.014
2,22,0.013
2,23,0.012
2,24,0.013
2,25,0.013
2,26,0.014
2,27,0.015
2,28,0.013
2,29,0.013
2,30,0.013
2,31,0.013
2,32,0.012
2,33,0.012
2,34,0.014
2,35,0.014
2,36,0.015
2,37,0.016
2,38,0.015
2,39,0.013
2,40,0.014
2,41,0.016
2,42,0.012
2,43,0.011
2,44,0.013
2,45,0.016
2,46,0.018
2,47,0.015
2,48,0.014
2,49,0.012
