client,round,loss
1,0,2.945
1,1,2.767
1,2,2.599
1,3,2.427
1,4,2.289
1,5,2.146
1,6,2.032
1,7,1.885
1,8,1.813
1,9,1.685
1,10,1.574
1,11,1.523
1,12,1.401
1,13,1.325
1,14,1.268
1,15,1.213
1,16,1.152
1,17,1.125
1,18,1.063
1,19,1.01
1,20,0.963
1,0,2.727
1,1,1.96
1,2,1.428
1,3,1.105
1,4,0.861
1,5,0.708
1,6,0.582
1,7,0.501
1,8,0.432
1,9,0.36
1,10,0.333
1,11,0.289
1,12,0.221
1,13,0.184
1,14,0.176
1,15,0.156
1,16,0.158
1,17,0.118
1,18,0.113
1,19,0.114
1,20,0.091
1,21,0.079
1,22,0.085
1,23,0.073
1,24,0.065
1,25,0.062
1,26,0.053
1,27,0.061
1,28,0.051
1,29,0.049
1,30,0.046
1,31,0.042
1,32,0.044
1,33,0.039
1,34,0.037
1,35,0.042
1,36,0.041
1,37,0.033
1,38,0.034
1,39,0.034
1,40,0.033
1,41,0.027
1,42,0.029
1,43,0.032
1,44,0.03
1,45,0.032
1,46,0.036
1,47,0.026
1,48,0.03
1,49,0.028
1,50,0.026
1,51,0.026
1,52,0.026
1,53,0.029
1,54,0.025
1,55,0.024
1,56,0.021
1,57,0.022
1,58,0.021
1,59,0.021
1,60,0.023
1,61,0.021
1,62,0.023
1,63,0.021
1,64,0.021
1,65,0.021
1,66,0.019
1,67,0.021
1,68,0.02
1,69,0.02
1,70,0.021
1,71,0.02
1,72,0.019
1,73,0.026
1,74,0.018
1,75,0.019
1,76,0.017
1,77,0.019
1,78,0.021
1,79,0.022
1,80,0.021
1,81,0.018
1,82,0.022
1,83,0.018
1,84,0.02
1,85,0.021
1,86,0.018
1,87,0.019
