cosine_sim,student_norm,teacher_norm
0.8261,29.4925,33.8236
0.8363,29.6376,36.0603
0.8349,29.9881,33.6292
0.8099,29.6738,31.6779
0.8310,29.6890,34.8109
0.8095,29.9554,34.1499
0.8266,30.0834,35.2190
0.8083,29.7183,33.1675
0.8256,29.6204,33.1811
0.8352,30.0827,36.0051
0.8660,30.0065,35.0278
0.8613,29.8463,33.1515
0.8631,29.9494,30.3148
0.8633,29.9905,33.4434
0.8704,29.7880,35.1916
0.8414,30.0279,34.3264
0.8517,29.9604,32.9922
0.8784,30.0432,33.9761
0.8786,29.9870,31.2064
0.8591,29.9048,32.5935
0.9301,29.8683,32.8342
0.9173,29.7808,32.3042
0.9264,29.7619,31.3618
0.9382,29.8896,33.3838
0.9209,29.4110,30.8818
0.9366,29.8333,33.3290
0.9316,30.3379,36.6098
0.9248,30.2586,32.9418
0.9216,29.8127,31.0967
0.9377,29.5542,34.9908
0.9324,29.8515,34.1387
0.9339,30.1088,32.3188
0.9140,29.6889,29.0862
0.9238,29.7902,30.6037
0.9289,30.1089,33.4280
0.8916,29.4411,33.2895
0.9086,29.6737,30.3919
0.9134,30.0437,31.4184
0.9240,30.2907,33.2490
0.9224,29.9512,30.9510
0.9142,30.0296,29.4214
0.9106,29.8004,32.6437
0.9062,29.8948,31.3618
0.9109,30.0455,33.6440
0.9089,30.0033,32.7800
0.9001,30.1410,31.2364
0.9219,30.0726,30.4674
0.9333,30.0836,31.8975
0.9153,29.8277,31.8791
0.8800,30.0904,32.1543
0.8866,29.9450,29.4502
0.8844,30.2381,31.2392
0.8965,30.0079,30.0449
0.9261,30.2244,33.0971
0.9051,30.0646,32.0361
0.8990,30.2342,31.0747
0.8967,29.9082,30.3790
0.8982,29.9145,30.8103
0.8702,29.8862,28.2220
0.9014,30.0954,29.5942
0.9145,30.0273,29.9308
0.9027,30.0950,29.0608
0.8896,30.0284,28.8121
0.8995,30.1102,29.0120
0.8635,29.8533,27.3425
0.9130,29.9001,30.6304
0.9102,30.0829,30.6746
0.9031,29.7559,32.1139
0.8343,30.1640,29.0054
0.8743,29.9674,29.1232
0.8614,29.9264,29.8963
0.8833,29.7001,31.1202
0.8926,29.9633,31.7185
0.9039,29.8359,30.2796
0.8670,30.1969,30.9657
0.8673,30.2662,27.7841
0.8795,30.0320,30.9751
0.8644,29.9091,31.7933
0.8229,29.9575,31.3063
0.8810,30.0011,29.7983
0.8415,29.9046,32.1243
0.8499,29.6190,32.4581
0.8590,30.0063,31.9416
0.8637,30.0783,33.2565
0.8226,30.0203,30.4589
0.8554,30.1134,30.5896
0.8577,30.2301,31.6445
0.8055,29.8717,32.2900
0.8084,30.0215,31.9538
0.8500,29.9439,32.7450
0.8035,29.7636,33.5431
0.8202,29.6224,33.8575
0.8374,30.1099,33.5508
0.8144,29.8246,32.0228
0.7996,29.7481,32.0096
0.8634,29.9195,34.0106
0.7837,29.8490,36.5287
0.7834,30.2026,34.9561
0.8296,29.9816,36.0499
0.8111,30.3223,33.5375
0.7584,30.1019,33.0167
0.7729,29.9393,34.7896
0.7667,30.0515,34.6858
0.8114,30.3363,36.6704
0.8027,29.9446,33.0837
0.7710,30.1662,32.2587
0.7686,29.9367,32.9381
0.8053,30.0552,34.1828
0.7966,30.1523,36.8168
0.7936,30.0338,35.2237
0.7932,29.8255,34.8973
0.8172,30.3157,34.9426
0.8395,29.7574,36.6748
0.8213,29.8724,36.1233
