client,round,loss
0,0,3.607
0,1,3.379
0,2,3.139
0,3,2.951
0,4,2.754
0,5,2.569
0,6,2.432
0,7,2.301
0,8,2.158
0,9,2.054
0,10,1.943
0,11,1.878
