timestamp,dataset,rank1,mAP,loss
2025-07-21 19:24:59,1,0.7333,0.4509,0.0000
2025-07-21 19:35:12,1,0.8333,0.5586,0.0000
2025-07-21 19:45:31,1,0.8000,0.5678,0.0000
2025-07-21 19:58:44,1,0.8000,0.5698,0.0000
