client,round,loss
1,0,2.839
1,1,2.302
1,2,1.874
1,3,1.574
1,4,1.369
1,5,1.178
1,6,0.99
1,7,0.863
1,8,0.769
1,9,0.665
1,10,0.598
1,11,0.554
1,12,0.502
1,13,0.478
1,14,0.411
1,15,0.369
1,16,0.35
1,17,0.332
1,18,0.302
1,19,0.297
1,20,0.277
1,21,0.227
1,22,0.245
1,23,0.221
1,24,0.211
1,25,0.213
1,26,0.197
1,27,0.182
1,28,0.184
1,29,0.176
1,30,0.159
1,31,0.164
1,32,0.167
1,33,0.16
1,34,0.154
1,35,0.15
1,36,0.145
1,37,0.158
1,38,0.13
1,39,0.139
1,40,0.147
1,41,0.138
1,42,0.144
1,43,0.141
1,44,0.139
1,45,0.135
1,46,0.137
1,47,0.14
1,48,0.14
1,49,0.128
