client,round,loss
4,0,2.402
4,1,1.136
4,3,0.833
4,4,0.608
4,5,0.43
4,6,0.348
4,7,0.266
4,9,0.232
4,10,0.177
4,12,0.158
4,14,0.136
4,15,0.095
4,16,0.085
4,17,0.064
4,19,0.058
4,20,0.054
4,21,0.041
4,23,0.038
4,24,0.03
4,25,0.025
4,26,0.026
4,27,0.024
4,28,0.021
4,29,0.021
4,31,0.015
4,33,0.02
4,34,0.016
4,35,0.013
4,36,0.013
4,39,0.013
4,40,0.012
4,41,0.011
4,43,0.011
4,46,0.011
4,47,0.014
4,49,0.01
4,50,0.009
4,51,0.009
4,52,0.009
4,55,0.01
4,57,0.009
4,58,0.008
4,59,0.008
4,61,0.007
4,63,0.007
4,64,0.008
4,68,0.007
4,69,0.007
4,71,0.007
4,72,0.007
4,74,0.007
4,75,0.007
4,78,0.006
4,79,0.006
4,80,0.006
4,81,0.006
4,82,0.006
4,83,0.007
4,84,0.006
4,85,0.006
4,88,0.005
4,89,0.006
4,91,0.005
4,96,0.005
4,100,0.006
4,101,0.005
