client,round,loss
2,0,3.2
2,1,3.255
2,2,2.726
2,3,2.358
2,4,2.084
2,5,1.859
2,6,1.733
2,7,1.609
2,8,1.485
2,9,1.38
2,10,1.275
2,11,1.232
2,12,1.221
2,13,1.213
2,14,1.193
2,15,1.233
2,16,1.169
2,17,1.127
2,18,1.121
2,19,1.009
2,20,0.926
2,21,0.863
2,22,0.788
2,23,0.824
2,24,0.775
2,25,0.755
2,26,0.703
2,27,0.71
2,28,0.696
2,29,0.649
2,30,0.694
2,31,0.739
2,32,0.704
2,33,0.705
2,34,0.677
2,35,0.696
2,36,0.65
2,37,0.609
2,38,0.644
2,39,0.563
2,40,0.635
2,41,0.629
2,42,0.571
2,43,0.554
2,44,0.474
2,45,0.469
2,46,0.452
2,47,0.454
2,48,0.506
2,49,0.451
2,50,0.451
2,51,0.424
2,52,0.386
2,53,0.412
2,54,0.37
2,55,0.361
2,56,0.372
2,57,0.368
2,58,0.358
2,59,0.376
2,60,0.366
2,61,0.366
2,62,0.363
2,63,0.377
2,64,0.32
2,65,0.307
2,66,0.33
2,67,0.349
2,68,0.351
2,69,0.346
2,70,0.298
2,71,0.345
2,72,0.328
2,73,0.34
2,74,0.309
2,75,0.316
2,76,0.323
2,77,0.347
2,78,0.311
2,79,0.319
2,80,0.292
2,81,0.302
2,82,0.309
2,83,0.27
2,84,0.336
2,85,0.379
2,86,0.444
2,87,0.584
2,88,0.437
2,89,0.372
2,90,0.279
2,91,0.247
2,92,0.237
2,93,0.251
2,94,0.243
2,95,0.235
2,96,0.232
2,97,0.258
2,98,0.267
2,99,0.247
