round,cosine_sim
0.0000,0.5515
1.0000,0.4521
2.0000,0.0001
3.0000,0.0001
4.0000,0.0001
5.0000,0.0001
6.0000,0.0002
7.0000,0.0003
8.0000,0.0002
9.0000,0.0004
10.0000,0.6093
11.0000,0.0007
12.0000,0.0009
13.0000,0.0005
14.0000,0.0005
15.0000,0.0017
16.0000,0.0004
17.0000,0.0008
18.0000,0.0034
19.0000,0.0010
20.0000,0.5810
21.0000,0.0008
22.0000,0.0019
23.0000,0.0009
24.0000,0.0013
25.0000,0.0015
26.0000,0.0007
27.0000,0.0007
28.0000,0.0032
29.0000,0.0031
30.0000,0.5957
31.0000,0.0016
32.0000,0.0016
33.0000,0.0033
34.0000,0.0031
35.0000,0.0012
36.0000,0.0018
37.0000,0.0018
38.0000,0.0014
39.0000,0.0017
40.0000,0.3056
41.0000,0.0018
42.0000,0.0019
43.0000,0.0017
44.0000,0.0020
45.0000,0.0025
46.0000,0.0084
47.0000,0.0024
48.0000,0.0033
49.0000,0.0022
50.0000,0.6164
51.0000,0.0044
52.0000,0.0051
53.0000,0.0020
54.0000,0.0014
55.0000,0.0020
56.0000,0.0017
57.0000,0.0020
58.0000,0.0028
59.0000,0.0064
60.0000,0.5818
61.0000,0.0032
62.0000,0.0035
63.0000,0.0025
64.0000,0.0035
65.0000,0.0057
66.0000,0.0024
67.0000,0.0029
68.0000,0.0024
69.0000,0.0061
70.0000,0.6108
71.0000,0.0025
72.0000,0.0025
73.0000,0.0017
74.0000,0.0026
75.0000,0.0029
76.0000,0.0020
77.0000,0.0038
78.0000,0.0031
79.0000,0.0023
80.0000,0.6150
81.0000,0.0033
82.0000,0.0021
83.0000,0.0023
84.0000,0.0023
85.0000,0.0030
86.0000,0.0035
87.0000,0.0030
88.0000,0.0021
89.0000,0.0021
90.0000,0.6108
91.0000,0.0028
92.0000,0.0029
93.0000,0.0045
94.0000,0.0057
95.0000,0.0026
96.0000,0.0024
97.0000,0.0026
98.0000,0.0039
99.0000,0.0039
