round,cosine_sim
0.0000,0.5515
1.0000,0.4899
2.0000,0.2701
3.0000,0.1415
4.0000,0.1048
5.0000,0.0705
6.0000,0.0859
7.0000,0.0279
8.0000,0.0364
9.0000,0.0286
10.0000,0.4490
11.0000,0.0372
12.0000,0.1016
13.0000,0.0143
14.0000,0.0112
15.0000,0.0166
16.0000,0.0098
17.0000,0.0206
18.0000,0.0161
19.0000,0.0080
20.0000,0.4021
21.0000,0.0076
22.0000,0.0071
23.0000,0.0066
24.0000,0.0046
25.0000,0.0138
26.0000,0.0098
27.0000,0.0095
28.0000,0.0033
29.0000,0.0020
30.0000,0.4016
31.0000,0.0053
32.0000,0.0019
33.0000,0.0040
34.0000,0.0094
35.0000,0.0029
36.0000,0.0023
37.0000,0.0084
38.0000,0.0020
39.0000,0.0051
40.0000,0.2252
41.0000,0.0171
42.0000,0.0064
43.0000,0.0034
44.0000,0.0019
45.0000,0.0035
46.0000,0.0066
47.0000,0.0239
48.0000,0.0055
49.0000,0.0088
50.0000,0.3365
51.0000,0.0045
52.0000,0.0221
53.0000,0.0020
54.0000,0.1362
55.0000,0.0034
56.0000,0.0191
57.0000,0.0535
58.0000,0.0042
59.0000,0.0036
60.0000,0.3870
61.0000,0.0040
62.0000,0.0024
63.0000,0.0015
64.0000,0.0108
65.0000,0.0039
66.0000,0.0012
67.0000,0.0037
68.0000,0.0014
69.0000,0.0049
70.0000,0.3476
71.0000,0.0041
72.0000,0.0022
73.0000,0.0033
74.0000,0.0039
75.0000,0.0289
76.0000,0.0383
77.0000,0.0076
78.0000,0.0211
79.0000,0.0039
80.0000,0.3105
81.0000,0.0052
82.0000,0.0020
83.0000,0.0090
84.0000,0.0269
85.0000,0.0050
86.0000,0.0199
87.0000,0.0282
88.0000,0.0099
89.0000,0.0209
90.0000,0.3147
91.0000,0.0115
92.0000,0.0263
93.0000,0.0015
94.0000,0.0016
95.0000,0.0154
96.0000,0.0016
97.0000,0.0020
98.0000,0.0080
99.0000,0.0077
