timestamp,dataset,rank1,rank5,mAP
2025-07-02 20:47:00,client_4,0.6875,0.8750,0.3774
2025-07-02 21:39:23,client_4,0.7188,0.9375,0.4427
2025-07-02 22:29:06,client_4,0.7812,0.9688,0.5473
2025-07-02 23:27:31,client_4,0.8750,0.9688,0.5683
2025-07-03 00:22:54,client_4,0.8750,1.0000,0.6506
2025-07-03 01:19:42,client_4,0.8438,1.0000,0.6293
2025-07-03 02:08:55,client_4,0.8750,1.0000,0.6490
2025-07-03 03:07:02,client_4,0.8125,1.0000,0.6458
2025-07-03 04:03:07,client_4,0.8750,1.0000,0.6691
2025-07-03 04:57:29,client_4,0.8438,1.0000,0.6762
2025-07-03 05:55:15,client_4,0.8750,1.0000,0.6814
