client,round,loss
2,0,1.492
2,1,0.753
2,2,0.47
2,3,0.32
2,4,0.249
2,5,0.211
2,6,0.161
2,7,0.114
2,8,0.096
2,9,0.099
2,10,0.093
2,11,0.076
2,12,0.077
2,13,0.077
2,14,0.08
2,15,0.099
2,16,0.083
2,17,0.059
2,18,0.058
2,19,0.053
2,20,0.05
2,21,0.067
2,22,0.059
2,23,0.057
2,24,0.057
2,25,0.046
2,26,0.058
2,27,0.066
2,28,0.061
2,29,0.056
2,30,0.06
2,31,0.051
2,32,0.071
2,33,0.074
2,34,0.072
2,35,0.081
2,36,0.09
2,37,0.086
2,38,0.093
2,39,0.069
2,40,0.073
2,41,0.065
2,42,0.066
2,43,0.08
2,44,0.081
2,45,0.093
2,46,0.088
2,47,0.076
2,48,0.073
2,49,0.073
