round,cosine_sim
0.0000,0.4498
1.0000,0.2540
2.0000,0.1142
3.0000,0.2238
4.0000,0.0572
5.0000,0.0791
6.0000,0.0721
7.0000,0.0775
8.0000,0.1133
9.0000,0.0618
10.0000,0.1861
11.0000,0.0601
12.0000,0.0577
13.0000,0.0428
14.0000,0.0535
15.0000,0.0665
16.0000,0.0743
17.0000,0.1323
18.0000,0.0858
19.0000,0.0489
20.0000,0.2885
21.0000,0.0313
22.0000,0.0644
23.0000,0.0300
24.0000,0.0440
25.0000,0.0221
26.0000,0.0262
27.0000,0.0322
28.0000,0.0284
29.0000,0.0185
30.0000,0.0590
31.0000,0.0119
32.0000,0.0253
33.0000,0.0284
34.0000,0.0640
35.0000,0.0142
36.0000,0.0226
37.0000,0.0178
38.0000,0.0339
39.0000,0.0371
40.0000,0.0534
41.0000,0.0149
42.0000,0.0149
43.0000,0.0092
44.0000,0.0055
45.0000,0.0422
46.0000,0.0335
47.0000,0.0137
48.0000,0.0263
49.0000,0.0125
50.0000,0.5992
51.0000,0.0237
52.0000,0.0126
53.0000,0.0257
54.0000,0.0096
55.0000,0.0035
56.0000,0.0064
57.0000,0.0092
58.0000,0.0192
59.0000,0.0352
60.0000,0.0378
61.0000,0.0085
62.0000,0.0061
63.0000,0.0131
64.0000,0.0124
65.0000,0.0095
66.0000,0.0097
67.0000,0.0117
68.0000,0.0035
69.0000,0.0092
70.0000,0.5190
71.0000,0.0234
72.0000,0.0114
73.0000,0.0092
74.0000,0.0079
75.0000,0.0145
76.0000,0.0272
77.0000,0.0690
78.0000,0.0302
79.0000,0.0113
80.0000,0.0266
81.0000,0.0031
82.0000,0.0094
83.0000,0.0427
84.0000,0.0103
85.0000,0.0136
86.0000,0.0090
87.0000,0.0095
88.0000,0.0037
89.0000,0.0054
90.0000,0.4957
91.0000,0.0074
92.0000,0.0027
93.0000,0.0163
94.0000,0.0047
95.0000,0.0073
96.0000,0.0038
97.0000,0.0027
98.0000,0.0016
99.0000,0.0032
