client,round,loss
0,0,3.107
0,1,3.165
0,2,2.846
0,3,2.848
0,4,2.386
0,5,2.283
0,6,2.082
0,7,1.797
0,8,1.724
0,9,1.465
0,10,1.305
0,11,1.12
0,12,1.091
0,13,1.067
0,14,1.151
0,15,1.019
0,16,0.907
0,17,0.804
0,18,0.644
0,19,0.574
0,20,0.577
0,21,0.52
0,22,0.458
0,23,0.35
0,24,0.359
0,25,0.378
0,26,0.466
0,27,0.43
0,28,0.36
0,29,0.302
0,30,0.216
0,31,0.224
0,32,0.226
0,33,0.313
0,34,0.448
0,35,0.427
0,36,0.447
0,37,0.4
0,38,0.384
0,39,0.387
0,40,0.272
0,41,0.207
0,42,0.135
0,43,0.146
0,44,0.128
0,45,0.206
0,46,0.211
0,47,0.127
0,48,0.191
0,49,0.21
0,50,0.241
0,51,0.283
0,52,0.244
0,53,0.226
0,54,0.123
0,55,0.078
0,56,0.092
0,57,0.126
0,58,0.138
0,59,0.166
0,60,0.108
0,61,0.077
0,62,0.071
0,63,0.088
0,64,0.125
0,65,0.125
0,66,0.123
0,67,0.085
0,68,0.062
0,69,0.074
0,70,0.086
0,71,0.173
0,72,0.234
0,73,0.2
0,74,0.225
0,75,0.211
0,76,0.182
0,77,0.193
0,78,0.163
0,79,0.123
0,80,0.093
0,81,0.092
0,82,0.07
0,83,0.143
0,84,0.164
0,85,0.194
0,86,0.131
0,87,0.121
0,88,0.097
0,89,0.106
0,90,0.148
0,91,0.121
0,92,0.108
0,93,0.182
0,94,0.118
0,95,0.098
0,96,0.053
0,97,0.039
0,98,0.038
0,99,0.052
