client,round,loss
2,0,3.2
2,1,3.84
2,2,3.252
2,3,2.61
2,4,2.211
2,5,2.052
2,6,1.896
2,7,1.774
2,8,1.591
2,9,1.494
2,10,1.383
2,11,1.416
2,12,1.313
2,13,1.295
2,14,1.308
2,15,1.418
2,16,1.238
2,17,1.221
2,18,1.164
2,19,1.12
2,20,1.041
2,21,1.041
2,22,0.99
2,23,0.942
2,24,0.991
2,25,0.936
2,26,0.92
2,27,0.897
2,28,0.816
2,29,0.801
2,30,0.827
2,31,0.88
2,32,0.925
2,33,0.796
2,34,0.721
2,35,0.787
2,36,0.776
2,37,0.722
2,38,0.74
2,39,0.741
2,40,0.698
2,41,0.783
2,42,1.219
2,43,0.661
2,44,0.581
2,45,0.574
