round,cosine_sim
0.0000,0.2953
1.0000,0.5570
2.0000,0.0095
3.0000,0.0074
4.0000,0.0099
5.0000,0.0086
6.0000,0.0051
7.0000,0.0050
8.0000,0.0034
9.0000,0.0038
10.0000,0.0878
11.0000,0.0032
12.0000,0.0038
13.0000,0.0041
14.0000,0.0031
15.0000,0.0039
16.0000,0.0027
17.0000,0.0035
18.0000,0.0024
19.0000,0.0023
20.0000,0.1545
21.0000,0.0027
22.0000,0.0022
23.0000,0.0036
24.0000,0.0019
25.0000,0.0020
26.0000,0.0018
27.0000,0.0017
28.0000,0.0023
29.0000,0.0030
30.0000,0.0376
31.0000,0.0029
32.0000,0.0024
33.0000,0.0020
34.0000,0.0028
35.0000,0.0032
36.0000,0.0022
37.0000,0.0022
38.0000,0.0022
39.0000,0.0013
40.0000,0.5907
41.0000,0.0023
42.0000,0.0022
43.0000,0.0012
44.0000,0.0020
45.0000,0.0019
46.0000,0.0015
47.0000,0.0022
48.0000,0.0013
49.0000,0.0012
50.0000,0.0339
51.0000,0.0017
52.0000,0.0015
53.0000,0.0011
54.0000,0.0020
55.0000,0.0010
56.0000,0.0008
57.0000,0.0016
58.0000,0.0013
59.0000,0.0014
60.0000,0.1378
61.0000,0.0009
62.0000,0.0022
63.0000,0.0013
64.0000,0.0009
65.0000,0.0022
66.0000,0.0013
67.0000,0.0014
68.0000,0.0010
69.0000,0.0008
70.0000,0.1426
71.0000,0.0010
72.0000,0.0013
73.0000,0.0010
74.0000,0.0012
75.0000,0.0012
76.0000,0.0010
77.0000,0.0015
78.0000,0.0006
79.0000,0.0015
80.0000,0.1508
81.0000,0.0009
82.0000,0.0016
83.0000,0.0010
84.0000,0.0013
85.0000,0.0011
86.0000,0.0021
87.0000,0.0010
88.0000,0.0011
89.0000,0.0008
90.0000,0.1264
91.0000,0.0013
92.0000,0.0009
93.0000,0.0011
94.0000,0.0008
95.0000,0.0010
96.0000,0.0009
97.0000,0.0016
98.0000,0.0006
99.0000,0.0008
