client,round,loss
0,0,3.253
0,1,3.027
0,2,2.427
0,3,2.047
0,4,1.817
0,5,1.664
0,6,1.512
0,7,1.353
0,8,1.33
0,9,1.177
0,10,1.079
0,11,1.029
0,12,1.019
0,13,0.997
0,14,0.974
0,15,1.003
0,16,0.95
0,17,0.879
0,18,0.891
0,19,0.748
0,20,0.74
0,21,0.641
0,22,0.685
0,23,0.639
0,24,0.592
0,25,0.565
0,26,0.553
0,27,0.52
0,28,0.544
0,29,0.503
0,30,0.489
0,31,0.535
0,32,0.513
0,33,0.484
0,34,0.505
0,35,0.493
0,36,0.445
0,37,0.413
0,38,0.48
0,39,0.426
0,40,0.456
0,41,0.472
0,42,0.381
0,43,0.391
0,44,0.329
0,45,0.336
0,46,0.336
0,47,0.338
0,48,0.347
0,49,0.324
0,50,0.308
0,51,0.331
0,52,0.25
0,53,0.256
0,54,0.255
0,55,0.244
0,56,0.241
0,57,0.248
0,58,0.25
0,59,0.229
0,60,0.227
0,61,0.222
0,62,0.236
0,63,0.23
0,64,0.21
0,65,0.221
0,66,0.231
0,67,0.24
0,68,0.229
0,69,0.209
0,70,0.198
0,71,0.236
0,72,0.215
0,73,0.211
0,74,0.207
0,75,0.202
0,76,0.2
0,77,0.232
0,78,0.212
0,79,0.21
0,80,0.214
0,81,0.191
0,82,0.207
0,83,0.167
0,84,0.18
0,85,0.245
0,86,0.316
0,87,0.453
0,88,0.339
0,89,0.235
0,90,0.173
0,91,0.149
0,92,0.141
0,93,0.154
0,94,0.145
0,95,0.158
0,96,0.136
0,97,0.163
0,98,0.151
0,99,0.14
