timestamp,dataset,rank1,rank5,mAP
2025-07-03 16:56:48,client_5,0.7600,0.7600,0.5975
2025-07-03 17:14:07,client_5,0.7400,0.8000,0.6205
2025-07-03 17:31:16,client_5,0.7200,0.8000,0.6576
