client,round,loss
0,0,3.166
0,1,2.89
0,2,2.658
0,3,2.444
0,4,2.235
0,5,2.004
0,6,1.855
0,7,1.776
0,8,1.695
0,9,1.476
0,10,1.44
0,11,1.316
0,12,1.262
0,13,1.177
0,14,1.118
0,15,0.985
0,16,1.001
0,17,0.889
0,18,0.923
0,19,0.806
0,20,0.745
0,21,0.741
0,22,0.653
0,23,0.7
0,24,0.723
0,25,0.662
0,26,0.557
0,27,0.52
0,28,0.543
0,29,0.494
0,30,0.479
0,31,0.459
0,32,0.423
0,33,0.436
0,34,0.43
0,35,0.406
0,36,0.398
0,37,0.357
0,38,0.386
0,39,0.41
0,40,0.382
0,41,0.38
0,42,0.334
0,43,0.295
0,44,0.339
0,45,0.342
0,46,0.329
0,47,0.324
0,48,0.295
0,49,0.257
