client,round,loss
1,0,0.695
1,1,0.503
1,2,0.402
1,3,0.306
1,4,0.29
1,5,0.232
1,6,0.184
1,7,0.19
1,8,0.143
1,9,0.138
1,10,0.129
1,11,0.119
1,12,0.111
1,13,0.1
1,14,0.077
1,15,0.069
1,16,0.072
1,17,0.065
1,18,0.06
1,19,0.057
1,20,0.049
1,21,0.045
1,22,0.049
1,23,0.044
1,24,0.039
1,25,0.035
1,26,0.037
1,27,0.035
1,28,0.029
1,29,0.033
1,30,0.026
1,31,0.025
1,32,0.027
1,33,0.021
1,34,0.021
1,35,0.021
1,36,0.023
1,37,0.02
1,38,0.019
1,39,0.019
1,40,0.016
1,41,0.019
1,42,0.022
1,43,0.016
1,44,0.017
1,45,0.016
1,46,0.015
1,47,0.013
1,48,0.016
1,49,0.015
