client,round,global_local_cosine_sim
0,0,0.510131
0,10,0.929597
0,20,0.951198
0,30,0.963659
0,40,0.979376
0,50,0.961247
0,60,0.983599
0,70,0.964172
0,80,0.989648
0,90,0.968094
