client,round,loss
1,0,4.197
1,1,4.024
1,2,3.894
1,3,3.681
1,4,3.447
1,5,3.266
1,6,3.122
1,7,2.947
1,8,2.851
1,9,2.726
1,10,2.653
1,11,2.548
1,12,2.445
1,13,2.38
1,14,2.333
1,15,2.285
1,16,2.236
1,17,2.176
1,18,2.099
1,19,2.065
1,20,2.057
1,21,1.966
1,22,1.933
1,23,1.843
1,24,1.823
1,25,1.783
1,26,1.738
1,27,1.73
1,28,1.661
1,29,1.704
1,30,1.653
1,31,1.614
1,32,1.614
1,33,1.562
1,34,1.556
1,35,1.514
1,36,1.473
1,37,1.442
1,38,1.455
1,39,1.413
1,40,1.395
1,41,1.392
1,42,1.317
1,43,1.335
1,44,1.283
1,45,1.263
1,46,1.257
1,47,1.228
1,48,1.193
1,49,1.216
1,50,1.169
1,51,1.119
1,52,1.091
1,53,1.092
1,54,1.089
1,55,1.069
1,56,1.068
1,57,1.073
1,58,0.998
1,59,1.035
1,60,0.974
1,61,0.956
1,62,0.938
1,63,0.951
1,64,0.925
1,65,0.918
1,66,0.881
1,67,0.893
1,68,0.877
1,69,0.873
1,70,0.881
1,71,0.835
1,72,0.819
1,73,0.787
1,74,0.791
1,75,0.8
1,76,0.808
1,77,0.8
1,78,0.771
1,79,0.753
1,80,0.77
1,81,0.728
1,82,0.697
1,83,0.703
1,84,0.721
1,85,0.675
1,86,0.702
1,87,0.718
1,88,0.655
1,89,0.68
1,90,0.646
1,91,0.614
1,92,0.625
1,93,0.635
1,94,0.611
1,95,0.57
1,96,0.527
1,97,0.517
1,98,0.535
1,99,0.561
