round,cosine_sim
0.0000,0.6188
1.0000,0.1068
2.0000,0.0489
3.0000,0.0495
4.0000,0.0421
5.0000,0.0544
6.0000,0.0367
7.0000,0.0429
8.0000,0.0317
9.0000,0.0406
10.0000,0.3178
11.0000,0.0302
12.0000,0.0187
13.0000,0.0365
14.0000,0.0218
15.0000,0.0249
16.0000,0.0184
17.0000,0.0308
18.0000,0.0248
19.0000,0.0234
20.0000,0.5311
21.0000,0.0145
22.0000,0.0280
23.0000,0.0176
24.0000,0.0198
25.0000,0.0224
26.0000,0.0171
27.0000,0.0200
28.0000,0.0196
29.0000,0.0178
30.0000,0.5694
31.0000,0.0192
32.0000,0.0199
33.0000,0.0132
34.0000,0.0192
35.0000,0.0161
36.0000,0.0197
37.0000,0.0200
38.0000,0.0157
39.0000,0.0134
40.0000,0.5182
41.0000,0.0142
42.0000,0.0177
43.0000,0.0179
44.0000,0.0198
45.0000,0.0175
46.0000,0.0123
47.0000,0.0149
48.0000,0.0139
49.0000,0.0180
50.0000,0.5131
51.0000,0.0140
52.0000,0.0112
53.0000,0.0157
54.0000,0.0149
55.0000,0.0188
56.0000,0.0158
57.0000,0.0155
58.0000,0.0153
59.0000,0.0144
60.0000,0.4877
61.0000,0.0170
62.0000,0.0112
63.0000,0.0136
64.0000,0.0138
65.0000,0.0160
66.0000,0.0149
67.0000,0.0133
68.0000,0.0133
69.0000,0.0101
70.0000,0.4982
71.0000,0.0118
72.0000,0.0155
73.0000,0.0162
74.0000,0.0131
75.0000,0.0128
76.0000,0.0113
77.0000,0.0146
78.0000,0.0095
79.0000,0.0111
80.0000,0.4991
81.0000,0.0126
82.0000,0.0110
83.0000,0.0111
84.0000,0.0112
85.0000,0.0122
86.0000,0.0132
87.0000,0.0127
88.0000,0.0124
89.0000,0.0099
90.0000,0.5168
91.0000,0.0114
92.0000,0.0078
93.0000,0.0110
94.0000,0.0090
95.0000,0.0102
96.0000,0.0106
97.0000,0.0120
98.0000,0.0093
99.0000,0.0131
