client,round,loss
4,0,2.856
4,1,2.896
4,2,2.211
4,3,1.83
4,4,1.547
4,5,1.535
4,6,1.263
4,7,1.151
4,8,1.038
4,9,0.992
4,10,0.865
4,11,0.778
4,12,0.733
4,13,0.705
4,14,0.669
4,15,0.78
4,16,0.749
4,17,0.98
4,18,0.779
4,19,0.731
4,20,0.574
4,21,0.51
4,22,0.391
4,23,0.37
4,24,0.33
4,25,0.319
4,26,0.322
4,27,0.315
4,28,0.304
4,29,0.274
4,30,0.264
4,31,0.305
4,32,0.272
4,33,0.314
4,34,0.239
4,35,0.389
4,36,0.255
4,37,0.26
4,38,0.344
4,39,0.331
4,40,0.315
4,41,0.321
4,42,0.353
