timestamp,dataset,rank1,mAP,loss
2025-07-28 14:31:27,0,0.5750,0.4064,0.0000
2025-07-28 14:31:48,1,0.4750,0.3371,0.0000
2025-07-28 14:32:10,2,0.5750,0.3745,0.0000
2025-07-28 14:32:30,3,0.6250,0.4049,0.0000
2025-07-28 14:32:51,4,0.5750,0.3782,0.0000
