client,round,loss
3,0,4.773
3,1,4.045
3,2,3.418
3,3,3.022
3,4,2.681
3,5,2.45
3,6,2.257
3,7,2.092
3,8,1.937
3,9,1.823
3,10,1.706
3,11,1.611
3,12,1.526
3,13,1.414
3,14,1.338
3,15,1.282
3,16,1.199
3,17,1.146
3,18,1.068
3,19,1.036
3,20,0.978
3,21,0.92
3,22,0.878
3,23,0.824
3,24,0.806
3,25,0.728
3,26,0.7
3,27,0.689
3,28,0.637
3,29,0.602
3,30,0.593
3,31,0.557
3,32,0.513
3,33,0.499
3,34,0.479
3,35,0.449
3,36,0.422
3,37,0.399
3,38,0.384
3,39,0.361
3,40,0.345
3,41,0.326
3,42,0.321
3,43,0.291
3,44,0.28
3,45,0.276
3,46,0.255
3,47,0.251
3,48,0.241
3,49,0.227
3,50,0.211
3,51,0.212
3,52,0.198
3,53,0.194
3,54,0.18
3,55,0.162
3,56,0.165
3,57,0.157
3,58,0.153
3,59,0.14
3,60,0.134
3,61,0.143
3,62,0.129
3,63,0.121
3,64,0.126
3,65,0.117
3,66,0.112
3,67,0.11
3,68,0.12
3,69,0.1
3,70,0.097
3,71,0.099
3,72,0.1
3,73,0.09
3,74,0.091
3,75,0.089
3,76,0.087
3,77,0.08
3,78,0.079
3,79,0.077
3,80,0.084
3,81,0.073
3,82,0.077
3,83,0.075
3,84,0.069
3,85,0.079
3,86,0.068
3,87,0.069
3,88,0.063
3,89,0.072
3,90,0.062
3,91,0.059
3,92,0.06
3,93,0.055
3,94,0.05
3,95,0.053
3,96,0.051
3,97,0.053
3,98,0.052
3,99,0.049
