client,round,loss
2,0,2.769
2,1,3.118
2,2,2.241
2,3,1.863
2,4,1.653
2,5,1.556
2,6,1.349
2,7,1.23
2,8,1.104
2,9,0.984
2,10,0.86
2,11,0.813
2,12,0.76
2,13,0.738
2,14,0.756
2,15,0.885
2,16,0.916
2,17,1.15
2,18,0.932
2,19,0.851
2,20,0.684
2,21,0.599
2,22,0.422
2,23,0.411
2,24,0.418
2,25,0.374
2,26,0.333
2,27,0.322
2,28,0.312
2,29,0.307
2,30,0.295
2,31,0.341
2,32,0.367
2,33,0.404
2,34,0.355
2,35,0.513
2,36,0.34
2,37,0.309
2,38,0.398
2,39,0.386
2,40,0.408
2,41,0.374
2,42,0.476
2,43,0.302
