client,round,loss
0,0,0.698
0,1,5.495
0,2,5.678
0,3,3.103
0,4,2.44
0,5,2.076
0,6,1.723
0,7,1.598
0,8,1.379
0,9,1.322
0,10,1.541
0,11,1.242
0,12,1.283
0,13,1.446
0,14,0.892
0,15,1.58
0,16,1.119
0,17,1.077
0,18,1.471
0,19,0.902
0,20,0.975
0,21,0.934
0,22,0.614
0,23,0.902
0,24,0.673
0,25,0.689
0,26,0.637
0,27,0.582
0,28,0.658
0,29,0.662
0,30,0.593
0,31,1.045
0,32,1.537
0,33,0.988
0,34,0.789
0,35,0.823
0,36,1.071
0,37,0.827
0,38,0.917
0,39,0.98
0,40,1.099
0,41,0.877
0,42,0.822
0,43,0.758
0,44,0.839
0,45,0.747
0,46,0.545
0,47,0.525
0,48,0.567
0,49,0.749
0,50,0.552
0,51,0.683
0,52,0.583
0,53,0.472
0,54,0.374
0,55,0.367
0,56,0.357
0,57,0.372
0,58,0.393
0,59,0.366
0,60,0.37
0,61,0.383
0,62,0.405
0,63,0.472
0,64,0.412
0,65,0.38
0,66,0.336
0,67,0.541
0,68,0.465
0,69,0.447
0,70,0.476
0,71,0.389
0,72,0.608
0,73,0.767
0,74,0.457
0,75,0.775
0,76,0.512
0,77,0.404
0,78,0.366
0,79,0.484
0,80,0.406
0,81,0.417
0,82,0.333
0,83,0.381
0,84,0.428
0,85,0.587
0,86,0.831
0,87,0.999
0,88,1.052
0,89,0.754
0,90,0.587
0,91,0.426
0,92,0.309
0,93,0.377
0,94,0.277
0,95,0.352
0,96,0.306
0,97,0.329
0,98,0.284
0,99,0.566
