round,cosine_ensemble_sim
1.0000,0.4865
2.0000,0.4295
3.0000,0.3780
4.0000,0.3378
5.0000,0.3360
6.0000,0.2769
7.0000,0.2990
8.0000,0.3158
9.0000,0.3123
10.0000,0.2225
11.0000,0.1436
12.0000,0.1073
13.0000,0.1297
14.0000,0.1559
15.0000,0.2732
16.0000,0.2897
17.0000,0.3528
18.0000,0.2740
19.0000,0.2575
20.0000,0.1674
21.0000,0.1545
22.0000,0.1062
23.0000,0.0808
24.0000,0.0624
25.0000,0.0535
26.0000,0.0504
27.0000,0.0438
28.0000,0.0693
29.0000,0.0453
30.0000,0.0805
31.0000,0.1065
32.0000,0.0904
33.0000,0.1376
34.0000,0.1570
35.0000,0.2034
36.0000,0.2736
37.0000,0.1832
38.0000,0.3245
39.0000,0.3774
40.0000,0.3666
41.0000,0.3849
42.0000,0.3347
43.0000,0.2763
44.0000,0.2357
45.0000,0.0766
46.0000,0.0873
47.0000,0.0502
48.0000,0.0925
49.0000,0.0951
50.0000,0.1531
51.0000,0.2094
52.0000,0.2136
53.0000,0.0910
54.0000,0.0672
55.0000,0.0669
56.0000,0.0313
57.0000,0.0411
58.0000,0.0343
59.0000,0.0477
60.0000,0.0490
61.0000,0.0401
62.0000,0.0471
63.0000,0.0575
64.0000,0.0893
65.0000,0.0702
66.0000,0.0739
67.0000,0.1105
68.0000,0.0941
69.0000,0.1380
70.0000,0.1269
71.0000,0.1435
72.0000,0.1144
73.0000,0.1798
74.0000,0.1821
75.0000,0.3278
76.0000,0.2279
77.0000,0.1762
78.0000,0.1140
79.0000,0.2119
80.0000,0.1408
81.0000,0.1379
82.0000,0.1176
83.0000,0.1350
84.0000,0.1322
85.0000,0.2703
86.0000,0.3516
87.0000,0.4865
88.0000,0.4991
89.0000,0.4129
90.0000,0.3472
91.0000,0.1463
92.0000,0.0745
93.0000,0.0773
94.0000,0.0556
95.0000,0.0764
96.0000,0.0479
97.0000,0.0863
98.0000,0.1019
99.0000,0.1373
